CATMAT;Status;Princípio Ativo;Quantidade (Numerador);U.M. (Numerador);Quantidade (Denominador);U.M. (Denominador);Forma Farmacêutica;Volume;Desc. Volume;Fator de Correção;Uni. de Consum;Uni. de Fornecimen;Lista;RENAME
BR0268151-1;Sim;PREDNISOLONA;1;mg;1;mL;solução oral;60;mL;60;ML;FRASCO;;Sim
BR0268151-2;Sim;PREDNISOLONA;1;mg;1;mL;solução oral;100;mL;100;ML;FRASCO;;Sim
BR0268151-3;Sim;PREDNISOLONA;1;mg;1;mL;solução oral;120;mL;120;ML;FRASCO;;Sim
BR0396379;Sim;PREDNISOLONA;1;mg;1;mL;solução oral;5;mL;1;FR.;FRASCO;;Não
BR0272567;Sim;RETINOL + COLECALCIFEROL;5.500 + 2.200;UI + UI;1 + 1;mL + mL;solução oral;10;mL;400;GOTA;FRASCO;;Não
BR0272568;Sim;RETINOL + COLECALCIFEROL;50.000 + 10.000;UI + UI;1 + 1;mL + mL;solução oral;10;mL;400;GOTA;FRASCO;;Não
BR0272568-2;Sim;RETINOL + COLECALCIFEROL;50.000 + 10.000;UI;1;mL;solução oral;20;mL;800;GOTA;FRASCO;;Não
BR0398187;Sim;RETINOL + COLECALCIFEROL;3.000 + 800;UI;1;mL;solução oral;10;mL;200;GOTA;FRASCO;;Não
BR0434946;Sim;RETINOL + COLECALCIFEROL + RACEALFATOCOFEROL;20.000 + 1.600 + 30;UI + UI + mg;1 + 1 + 1;mL + mL + mL;solução oral;3;mL;1;AMP.;AMPOLA;;Não
BR0272565;Sim;PALMITATO DE RETINOL;150.000;UI;1;mL;solução oral;20;mL;600;GOTA;FRASCO;;Sim
BR0284106;Sim;RISPERIDONA;1;mg;1;mL;solução oral;30;mL;30;ML;FRASCO;C01;Não
BR0268356;Sim;RITONAVIR;80;mg;1;mL;solução oral;240;mL;240;ML;FRASCO;C04;Sim
BR0266750;Sim;RIVASTIGMINA;2;mg;1;mL;solução oral;120;mL;1;FR.;FRASCO;C01;Não
BR0412965;Sim;SIMETICONA;75;mg;1;mL;solução oral;15;mL;450;GOTA;FRASCO;;Não
BR0412965-2;Sim;SIMETICONA;75;mg;1;mL;solução oral;20;mL;600;GOTA;FRASCO;;Não
BR0268152;Sim;SIROLIMO;1;mg;1;mL;solução oral;60;mL;60;FR.;FRASCO;;Não
BR0406799;Sim;SULFATO FERROSO (13,7 MG/ML DE FERRO ELEMENTAR);68;mg;1;mL;solução oral;30;mL;600;GOTA;FRASCO;;Sim
BR0292345;Sim;SULFATO FERROSO (25MG/ML DE FERRO ELEMENTAR);125;mg;1;mL;solução oral;30;mL;600;GOTA;FRASCO;;Sim
BR0292345-1;Sim;SULFATO FERROSO (25MG/ML DE FERRO ELEMENTAR);125;mg;1;mL;solução oral;60;mL;1200;GOTA;FRASCO;;Sim
BR0282298;Sim;SULPIRIDA;20;mg;1;mL;solução oral;30;mL;600;GOTA;FRASCO;C01;Não
BR0352194;Sim;CLORIDRATO DE TIORIDAZINA;30;mg;1;mL;solução oral;50;mL;1000;GOTA;FRASCO;C01;Não
BR0390333;Sim;TIPRANAVIR;100;mg;1;mL;solução oral;95;mL;95;ML;FRASCO;;Sim
BR0292380;Sim;CLORIDRATO DE TRAMADOL;100;mg;1;mL;solução oral;10;mL;400;GOTA;FRASCO; A02;Não
BR0318690;Sim;VACINA POLIOMIELITE 1, 2 E 3 (ATENUADA);;;;;solução oral;;mL;1;FR.;FRASCO;;Não
BR0368499-2;Sim;VITAMINAS DO COMPLEXO B (B1,B2,B3,B5,B6);;;;;solução oral;30;mL;600;GOTA;FRASCO;;Não
BR0272092-1;Sim;VITAMINAS DO COMPLEXO B (B1,B2,B3,B6,B12);;;;;solução oral;20;mL;400;GOTA;FRASCO;;Não
BR0272092-2;Sim;VITAMINAS DO COMPLEXO B (B1,B2,B3,B6,B12);;;;;solução oral;100;mL;100;ML;FRASCO;;Não
BR0278483;Sim;VITAMINAS DO COMPLEXO B, VITAMINAS: B1, B2,B6,B12 E PP;;;;;solução oral;120;mL;120;ML;FRASCO;;Não
BR0271866E;Sim;BRINZOLAMIDA;10;mg;1;mL;suspensão oftálmica;5;mL;1;;FRASCO;;Não
BR0384467;Sim;NEPAFENACO;1;mg;1;mL;suspensão oftálmica;5;mL;115;GOTA;FRASCO;;Sim
BR0335103-1;Sim;PALMITATO DE CLORANFENICOL;25;mg;1;mL;suspensão oral;100;mL;1;ML;FRASCO;ANTIMICROBIANOS;Não
BR0276662-2;Sim;CONTRASTE RADIOLÓGICO, A BASE DE SULFATO DE BÁRIO;100;%;;;suspensão oral;200;mL;200;ML;FRASCO;;Não
BR0340783-1E;Sim;HIDRÓXIDO DE ALUMÍNIO;61,5;mg;1;mL;suspensão oral;100;mL;1;;FRASCO;;Não
BR0340783-2E;Sim;HIDRÓXIDO DE ALUMÍNIO;61,5;mg;1;mL;suspensão oral;150;mL;1;;FRASCO;;Sim
BR0340783-3E;Sim;HIDRÓXIDO DE ALUMÍNIO;61,5;mg;1;mL;suspensão oral;240;mL;1;;FRASCO;;Não
BR0394789;Sim;ITRACONAZOL;10;mg;1;mL;suspensão oral;150;mL;1;;FRASCO;;Sim
BR0300498;Sim;SUCRALFATO;200;mg;1;mL;suspensão oral;10;mL;1;;FLACONETE;;Sim
BR0268296-1;Sim;ÁCIDO NALIDÍXICO;50;mg;1;mL;suspensão oral;60;mL;60;ML;FRASCO;ANTIMICROBIANOS;Não
BR0267507-1;Sim;ALBENDAZOL;40;mg;1;mL;suspensão oral;10;mL;10;ML;FRASCO;;Sim
BR0267507-2;Sim;ALBENDAZOL;40;mg;1;mL;suspensão oral;20;mL;20;ML;FRASCO;;Sim
BR0281135-1;Sim;AMOXICILINA + CLAVULANATO DE POTÁSSIO;50 + 12,5;mg + mg;1 + 1;mL + mL;suspensão oral;75;mL;75;ML;FRASCO;ANTIMICROBIANOS;Sim
BR0281135-2;Sim;AMOXICILINA + CLAVULANATO DE POTÁSSIO;50 + 12,5;mg + mg;1 + 1;mL + mL;suspensão oral;100;mL;100;ML;FRASCO;ANTIMICROBIANOS;Sim
BR0386396;Sim;AMOXICILINA + CLAVULANATO DE POTÁSSIO;80 + 11,5;mg + mg;1 + 1;mL + mL;suspensão oral;70;mL;70;ML;FRASCO;ANTIMICROBIANOS;Não
BR0267139;Sim;AMPICILINA;50;mg;1;mL;suspensão oral;60;mL;60;ML;FRASCO;ANTIMICROBIANOS;Não
BR0272454-1;Sim;CARBAMAZEPINA ;20;mg;1;mL;suspensão oral;100;mL;100;ML;FRASCO;C01;Não
BR0272454-2;Sim;CARBAMAZEPINA ;20;mg;1;mL;suspensão oral;120;mL;120;ML;FRASCO;C01;Não
BR0274502;Sim;CEFACLOR;50;mg;1;mL;suspensão oral;80;mL;80;ML;FRASCO;ANTIMICROBIANOS;Não
BR0327792;Sim;CEFALEXINA;25;mg;1;mL;suspensão oral;60;mL;60;ML;FRASCO;ANTIMICROBIANOS;Não
BR0331555-1;Sim;CEFALEXINA;50;mg;1;mL;suspensão oral;60;mL;60;ML;FRASCO;ANTIMICROBIANOS;Sim
BR0331555-2;Sim;CEFALEXINA;50;mg;1;mL;suspensão oral;100;mL;100;ML;FRASCO;ANTIMICROBIANOS;Sim
BR0271986;Sim;CEFUROXIMA;25;mg;1;mL;suspensão oral;50;mL;50;ML;FRASCO;ANTIMICROBIANOS;Não
BR0333130-1;Sim;CEFUROXIMA;50;mg;1;mL;suspensão oral;50;mL;50;ML;FRASCO;ANTIMICROBIANOS;Não
BR0333130-2;Sim;CEFUROXIMA;50;mg;1;mL;suspensão oral;70;mL;70;ML;FRASCO;ANTIMICROBIANOS;Não
BR0335104;Sim;CLORANFENICOL;30;mg;1;mL;suspensão oral;60;mL;60;UN.;FRASCO;ANTIMICROBIANOS;Não
BR0416618;Sim;CLORANFENICOL;50;mg;1;mL;suspensão oral;100;mL;100;ML;FRASCO;ANTIMICROBIANOS;Não
BR0335103;Sim;PALMITATO DE CLORANFENICOL;25;mg;1;mL;suspensão oral;60;mL;60;ML;FRASCO;ANTIMICROBIANOS;Sim
BR0276662;Sim;CONTRASTE RADIOLÓGICO, A BASE DE SULFATO DE BÁRIO;100;%;;;suspensão oral;150;mL;1;FR.;FRASCO;;Não
BR0399597;Sim;DIAZOXIDO;50;mg;1;mL;suspensão oral;30;mL;1;ML;FRASCO;;Não
BR0271028-1;Sim;DICLOFENACO RESINATO;15;mg;1;mL;suspensão oral;10;mL;300;GOTA;FRASCO;;Não
BR0271028-2;Sim;DICLOFENACO RESINATO;15;mg;1;mL;suspensão oral;20;mL;600;GOTA;FRASCO;;Não
BR0392118-1;Sim;DIMETICONA;75;mg;1;mL;suspensão oral;10;mL;300;GOTA;FRASCO;;Não
BR0392118-2;Sim;DIMETICONA;75;mg;1;mL;suspensão oral;15;mL;450;GOTA;FRASCO;;Não
BR0392118-3;Sim;DIMETICONA;75;mg;1;mL;suspensão oral;30;mL;900;GOTA;FRASCO;;Não
BR0392118-4;Sim;DIMETICONA;75;mg;1;mL;suspensão oral;20;mL;600;GOTA;FRASCO;;Não
BR0269963;Sim;DOMPERIDONA;1;mg;1;mL;suspensão oral;100;mL;100;ML;FRASCO;;Não
BR0269963-1;Sim;DOMPERIDONA;1;mg;1;mL;suspensão oral;200;mL;200;ML;FRASCO;;Não
BR0269990;Sim;ESTEARATO DE ERITROMICINA;25;mg;1;mL;suspensão oral;60;mL;60;ML;FRASCO;ANTIMICROBIANOS;Não
BR0269994-1;Sim;ESTEARATO DE ERITROMICINA;50;mg;1;mL;suspensão oral;50;mL;50;UN.;FRASCO;ANTIMICROBIANOS;Não
BR0269994-2;Sim;ESTEARATO DE ERITROMICINA;50;mg;1;mL;suspensão oral;60;mL;60;ML;FRASCO;ANTIMICROBIANOS;Não
BR0269994-3;Sim;ESTEARATO DE ERITROMICINA;50;mg;1;mL;suspensão oral;100;mL;100;ML;FRASCO;ANTIMICROBIANOS;Não
BR0269994-4;Sim;ESTEARATO DE ERITROMICINA;50;mg;1;mL;suspensão oral;105;mL;105;ML;FRASCO;ANTIMICROBIANOS;Não
BR0269997-2;Sim;ESTOLATO DE ERITROMICINA;25;mg;1;mL;suspensão oral;60;mL;60;ML;FRASCO;ANTIMICROBIANOS;Sim
BR0269998;Sim;ESTOLATO DE ERITROMICINA;50;mg;1;mL;suspensão oral;60;mL;60;ML;FRASCO;ANTIMICROBIANOS;Sim
BR0269998-1;Sim;ESTOLATO DE ERITROMICINA;50;mg;1;mL;suspensão oral;50;mL;50;ML;FRASCO;ANTIMICROBIANOS;Sim
BR0269998-2;Sim;ESTOLATO DE ERITROMICINA;50;mg;1;mL;suspensão oral;100;mL;100;ML;FRASCO;ANTIMICROBIANOS;Sim
BR0326902;Sim;CLORIDRATO DE ETAMBUTOL;25;mg;1;mL;suspensão oral;200;mL;200;ML;FRASCO;ANTIMICROBIANOS;Não
BR0266587;Sim;FENITOÍNA SÓDICA ;25;mg;1;mL;suspensão oral;120;mL;120;ML;FRASCO;C01;Não
BR0269391;Sim;FENITOÍNA SÓDICA ;20;mg;1;mL;suspensão oral;120;mL;120;ML;FRASCO;C01;Sim
BR0389637-2;Sim;CLORIDRATO DE FEXOFENADINA;6;mg;1;mL;suspensão oral;150;mL;150;ML;FRASCO;;Não
BR0390354;Sim;FOSAMPRENAVIR CÁLCICO;50;mg;1;mL;suspensão oral;225;mL;225;ML;FRASCO;;Sim
BR0340783-1;Sim;HIDRÓXIDO DE ALUMÍNIO;61,5;mg;1;mL;suspensão oral;60;mL;60;ML;FRASCO;;Sim
BR0340783-2;Sim;HIDRÓXIDO DE ALUMÍNIO;61,5;mg;1;mL;suspensão oral;100;mL;100;ML;FRASCO;;Sim
BR0340783-3;Sim;HIDRÓXIDO DE ALUMÍNIO;61,5;mg;1;mL;suspensão oral;150;mL;150;ML;FRASCO;;Sim
BR0340783-4;Sim;HIDRÓXIDO DE ALUMÍNIO;61,5;mg;1;mL;suspensão oral;240;mL;240;ML;FRASCO;;Sim
BR0433257;Sim;HIDRÓXIDO DE ALUMÍNIO;60;mg;1;mL;suspensão oral;150;mL;150;ML;FRASCO;;Sim
BR0332426;Sim;HIDRÓXIDO DE ALUMÍNIO + HIDRÓXIDO DE MAGNÉSIO;37 +35,6;mg + mg;1 + 1;mL + mL;suspensão oral;240;mL;240;ML;FRASCO;;Não
BR0395730-1;Sim;HIDRÓXIDO DE ALUMÍNIO + HIDRÓXIDO DE MAGNÉSIO;60 + 40;mg + mg;1 + 1;mL + mL;suspensão oral;100;mL;100;ML;FRASCO;;Não
BR0395730-2;Sim;HIDRÓXIDO DE ALUMÍNIO + HIDRÓXIDO DE MAGNÉSIO;60 + 40;mg + mg;1 + 1;mL + mL;suspensão oral;150;mL;150;ML;FRASCO;;Não
BR0395730-3;Sim;HIDRÓXIDO DE ALUMÍNIO + HIDRÓXIDO DE MAGNÉSIO;60 +40;mg + mg;1 + 1;mL + mL;suspensão oral;240;mL;240;ML;FRASCO;;Não
BR0271064;Sim;HIDRÓXIDO DE ALUMÍNIO + HIDRÓXIDO DE MAGNÉSIO + DIMETICONA;40 + 30 + 5;mg + mg + mg;1 + 1 + 1;mL + mL + mL;suspensão oral;200;mL;200;ML;FRASCO;;Não
BR0431311;Sim;HIDRÓXIDO DE ALUMÍNIO + HIDRÓXIDO DE MAGNÉSIO + DIMETICONA;37 + 40 + 5;mg + mg + mg;1 + 1 + 1;mL + mL + mL;suspensão oral;240;mL;240;ML;FRASCO;;Não
BR0282714;Sim;HIDRÓXIDO DE MAGNÉSIO;80;mg;1;mL;suspensão oral;120;mL;120;ML;FRASCO;;Não
BR0271134-1;Sim;IBUPROFENO ;20;mg;1;mL;suspensão oral;100;mL;100;ML;FRASCO;;Não
BR0271134-2;Sim;IBUPROFENO ;20;mg;1;mL;suspensão oral;200;mL;200;UN.;FRASCO;;Não
BR0332754;Sim;IBUPROFENO ;50;mg;1;mL;suspensão oral;30;mL;300;GOTA;FRASCO;;Sim
BR0332755-3;Sim;IBUPROFENO ;100;mg;1;mL;suspensão oral;20;mL;200;GOTA;FRASCO;;Não
BR0332755-6;Sim;IBUPROFENO ;100;mg;1;mL;suspensão oral;100;mL;100;ML;FRASCO;;Não
BR0268296;Não;INATIVO- ÁCIDO NALIDÍXICO;50;mg;1;mL;suspensão oral;100;mL;100;ML;FRASCO;ANTIMICROBIANOS;Não
282061;Não;INATIVO- HIDRÓXIDO DE ALUMÍNIO + HIDRÓXIDO DE MAGNÉSIO + METILCELULOSE;40 + 30 + 10;mg + mg + mg;1 + 1 + 1;mL + mL + mL;suspensão oral;200;mL;200;FR.;FRASCO;;Não
281560;Não;INATIVO- NEOMICINA + TARTARATO DE BISMUTO E SÓDIO + MENTOL + PROCAÍNA;15 + 25 + 1 + 15;mg + mg + mg + mg;1 + 1 + 1 + 1;mL + mL + mL + mL;suspensão oral;20;mL;400;GOTA;FRASCO;ANTIMICROBIANOS;Não
BR0394789-1;Sim;ITRACONAZOL;10;mg;1;mL;suspensão oral;60;mL;1;ML;FRASCO;;Sim
BR0431314;Sim;ITRACONAZOL;20;mg;1;mL;suspensão oral;60;mL;60;ML;FRASCO;;Não
BR0267694;Sim;MEBENDAZOL;20;mg;1;mL;suspensão oral;30;mL;30;ML;FRASCO;;Não
BR0270605;Sim;MEBENDAZOL + TIABENDAZOL;20 + 33,20;mg + mg;;mL + mL;suspensão oral;30;mL;30;ML;FRASCO;;Não
BR0266863-1;Sim;METRONIDAZOL;40;mg;1;mL;suspensão oral;80;mL;80;ML;FRASCO;ANTIMICROBIANOS;Sim
BR0394856;Sim;BENZOILMETRONIDAZOL;40;mg;1;mL;suspensão oral;80;mL;80;ML;FRASCO;ANTIMICROBIANOS;Sim
BR0266863-2;Sim;METRONIDAZOL;40;mg;1;mL;suspensão oral;100;mL;100;ML;FRASCO;ANTIMICROBIANOS;Sim
BR0394856;Sim;BENZOILMETRONIDAZOL;40;mg;1;mL;suspensão oral;100;mL;100;ML;FRASCO;ANTIMICROBIANOS;Sim
BR0266863-3;Sim;METRONIDAZOL;40;mg;1;mL;suspensão oral;120;mL;120;ML;FRASCO;ANTIMICROBIANOS;Sim
BR0394856;Sim;BENZOILMETRONIDAZOL;40;mg;1;mL;suspensão oral;120;mL;120;ML;FRASCO;ANTIMICROBIANOS;Sim
BR0273639-5;Sim;MULTIVITAMINAS + SAIS MINERAIS;;;;mL;suspensão oral;100;mL;100;ML;FRASCO;;Não
BR0268816;Sim;NEVIRAPINA;10;mg;1;mL;suspensão oral;240;mL;240;ML;FRASCO;C04;Sim
BR0268816-1;Sim;NEVIRAPINA;10;mg;1;mL;suspensão oral;100;mL;100;ML;FRASCO;C04;Sim
BR0273712;Sim;NIMESULIDA;10;mg;1;mL;suspensão oral;60;mL;60;ML;FRASCO;;Não
BR0267378-1;Sim;NISTATINA;100.000;UI;1;mL;suspensão oral;30;mL;30;ML;FRASCO;;Sim
BR0267378-2;Sim;NISTATINA;100.000;UI;1;mL;suspensão oral;40;mL;40;ML;FRASCO;;Sim
BR0267378-3;Sim;NISTATINA;100.000;UI;1;mL;suspensão oral;50;mL;50;ML;FRASCO;;Sim
BR0267378-4;Sim;NISTATINA;100.000;UI;1;mL;suspensão oral;60;mL;60;ML;FRASCO;;Sim
BR0267378-5;Sim;NISTATINA;100.000;Ui;1;mL;suspensão oral;120;mL;120;ML;FRASCO;;Sim
BR0305714;Sim;NITROFURANTOÍNA;5;mg;1;mL;suspensão oral;120;mL;120;ML;FRASCO;ANTIMICROBIANOS;Sim
BR0290891;Sim;OXAMNIQUINA;50;mg;1;mL;suspensão oral;12;mL;12;FR.;FRASCO;;Sim
BR0273255;Sim;OXCARBAZEPINA;6;%;;mL;suspensão oral;100;mL;100;ML;FRASCO;C01;Não
BR0267776-2;Sim;PARACETAMOL ;100;mg;1;mL;suspensão oral;15;mL;225;GOTA;FRASCO;;Não
BR0386959;Sim;PARACETAMOL ;32;mg;1;mL;suspensão oral;60;mL;1;ML;FRASCO;;Não
BR0302748-1;Sim;PIRAZINAMIDA;30;mg;1;mL;suspensão oral;100;mL;100;ML;FRASCO;ANTIMICROBIANOS;Não
BR0302748-2;Sim;PIRAZINAMIDA;30;mg;1;mL;suspensão oral;150;mL;150;ML;FRASCO;ANTIMICROBIANOS;Sim
BR0348362;Sim;PIRIMETAMINA;2;mg;1;mL;suspensão oral;70;mL;70;ML;FRASCO;;Não
BR0399995;Sim;POSACONAZOL;40;mg;1;mL;suspensão oral;105;mL;105;ML;FRASCO;;Não
BR0292208-1;Sim;RIFAMPICINA;20;mg;1;mL;suspensão oral;50;mL;50;ML;FRASCO;ANTIMICROBIANOS;Não
BR0292208-2;Sim;RIFAMPICINA;20;mg;1;mL;suspensão oral;60;mL;60;ML;FRASCO;ANTIMICROBIANOS;Não
BR0292208-3;Sim;RIFAMPICINA;20;mg;1;mL;suspensão oral;100;mL;100;ML;FRASCO;ANTIMICROBIANOS;Não
BR0292043;Sim;SACCHAROMYCES CEREVISIAE;50.000.000;;1;mL;suspensão oral;5;mL;1;FLAC.;FLACONETE;;Não
BR0292044;Sim;SACCHAROMYCES CEREVISIAE;50.000.000;;1;mL;suspensão oral;5;mL;1;FLAC.;FLACONETE;;Não
BR0268301-1;Sim;SECNIDAZOL;30;mg;1;mL;suspensão oral;15;mL;15;ML;FRASCO;;Não
BR0268301-2;Sim;SECNIDAZOL;30;mg;1;mL;suspensão oral;30;mL;30;ML;FRASCO;;Não
BR0412965-1;Sim;SIMETICONA;75;mg;1;mL;suspensão oral;10;mL;300;GOTA;FRASCO;;Não
BR0308884-1;Sim;SULFAMETOXAZOL + TRIMETOPRIMA ;40 + 8;mg + mg;1 + 1;mL;suspensão oral;50;mL;50;ML;FRASCO;ANTIMICROBIANOS;Sim
BR0308884-2;Sim;SULFAMETOXAZOL + TRIMETOPRIMA ;40 + 8;mg + mg;1 + 1;mL;suspensão oral;60;mL;60;ML;FRASCO;ANTIMICROBIANOS;Sim
BR0308884-3;Sim;SULFAMETOXAZOL + TRIMETOPRIMA ;40 + 8;mg + mg;1 + 1;mL;suspensão oral;100;mL;100;ML;FRASCO;ANTIMICROBIANOS;Sim
BR0308884-4;Sim;SULFAMETOXAZOL + TRIMETOPRIMA ;40 + 8;mg + mg;1 + 1;mL;suspensão oral;120;mL;120;ML;FRASCO;ANTIMICROBIANOS;Sim
BR0273618;Sim;TECLOZANA;10;mg;1;mL;suspensão oral;90;mL;90;ML;FRASCO;;Sim
BR0267419;Sim;TIABENDAZOL;50;mg;1;mL;suspensão oral;40;mL;40;ML;FRASCO;;Não
BR0267419-1;Sim;TIABENDAZOL;50;mg;1;mL;suspensão oral;60;mL;60;ML;FRASCO;;Não
BR0293891;Sim;ACEBROFILINA;5;mg;1;mL;xarope;120;mL;120;ML;FRASCO;;Não
BR0293892;Sim;ACEBROFILINA;10;mg;1;mL;xarope;120;mL;120;ML;FRASCO;;Não
BR0270558-1;Sim;ACETILCISTEÍNA;20;mg;1;mL;xarope;80;mL;80;ML;FRASCO;;Não
BR0270558-2;Sim;ACETILCISTEÍNA;20;mg;1;mL;xarope;100;mL;100;ML;FRASCO;;Não
BR0270558-3;Sim;ACETILCISTEÍNA;20;mg;1;mL;xarope;120;mL;120;ML;FRASCO;;Não
BR0355786;Sim;ACETILCISTEÍNA;40;mg;1;mL;xarope;120;mL;120;FR.;FRASCO;;Não
BR0395947;Sim;ÁCIDO CÍTRICO + CITRATO DE SÓDIO + CITRATO DE POTÁSSIO;70 + 98 + 108;mg + mg + mg;1 + 1 + 1;mL + mL + mL;xarope;500;mL;500;ML;FRASCO;;Não
BR0395602;Sim;ÁCIDO GAMAMINOBUTÍRICO + LISINA + TIAMINA + PIRIDOXINA + CÁLCIO;100 + 100 + 4 + 8 + 8;mg + mg + mg + mg + mg;1 +1 + 1 + 1 + 1;mL + mL + mL + mL + mL;xarope;100;mL;100;ML;FRASCO;;Não
BR0308732;Sim;ÁCIDO VALPRÓICO (VALPROATO DE SÓDIO) ;50;mg;1;mL;xarope;100;mL;100;ML;FRASCO;C01;Sim
BR0271659-1;Sim;CLORIDRATO DE AMBROXOL;6;mg;1;mL;xarope;100;mL;100;ML;FRASCO;;Não
BR0271659-2;Sim;CLORIDRATO DE AMBROXOL;6;mg;1;mL;xarope;120;mL;120;ML;FRASCO;;Não
BR0271660-1;Sim;CLORIDRATO DE AMBROXOL;3;mg;1;mL;xarope;100;mL;100;ML;FRASCO;;Não
BR0271660-2;Sim;CLORIDRATO DE AMBROXOL;3;mg;1;mL;xarope;120;;120;ML;FRASCO;;Não
BR0414455;Sim;ARGININA;400;mg;1;mL;xarope;450;mL;450;ML;FRASCO;;Não
BR0430050-1;Sim;ARGININA;250;mg;1;mL;xarope;600;mL;600;ML;FRASCO;;Sim
BR0414456;Sim;BENZOATO DE SÓDIO;200;mg;1;mL;xarope;450;mL;450;ML;FRASCO;;Não
BR0414456-1;Sim;BENZOATO DE SÓDIO;200;mg;1;mL;xarope;150;mL;150;ML;FRASCO;;Não
BR0269821;Sim;CLORIDRATO DE BROMEXINA;1,6;mg;1;mL;xarope;120;mL;120;ML;FRASCO;;Não
BR0269822;Sim;CLORIDRATO DE BROMEXINA;0,8;mg;1;mL;xarope;120;mL;120;ML;FRASCO;;Não
BR0319763;Sim;MALEATO DE BRONFENIRAMINA + CLORIDRATO DE FENILEFRINA;0,4 + 1;mg + mg;1 + 1;mL + mL;xarope;120;mL;120;ML;FRASCO;;Não
BR0387438;Sim;CAFEÍNA;5;mg;1;mL;xarope;50;mL;1;FR.;FRASCO;;Sim
BR0392264;Sim;CARBAMAZEPINA ;20;mg;1;mL;xarope;100;mL;100;ML;FRASCO;C01;Não
BR0282222-1;Sim;CARBOCISTEÍNA;20;mg;1;mL;xarope;100;mL;100;ML;FRASCO;;Não
BR0282222-2;Sim;CARBOCISTEÍNA;20;mg;1;mL;xarope;80;mL;80;ML;FRASCO;;Não
BR0282224-1;Sim;CARBOCISTEÍNA;50;mg;1;mL;xarope;100;mL;100;ML;FRASCO;;Não
BR0282224-2;Sim;CARBOCISTEÍNA;50;mg;1;mL;xarope;80;mL;80;ML;FRASCO;;Não
BR0282237;Sim;CARNITINA;200;mg;1;mL;xarope;300;mL;300;ML;FRASCO;;Não
BR0414454;Sim;CARNITINA;50;mg;1;50;xarope;450;mL;450;ML;FRASCO;;Não
BR0296389;Sim;CETOPROFENO;1;mg;1;mL;xarope;150 ML;;1;ML;FRASCO;;Sim
BR0271124-1;Sim;FUMARATO DE CETOTIFENO;0,2;mg;1;mL;xarope;100;mL;100;FR.;FRASCO;;Não
BR0271124-2;Sim;FUMARATO DE CETOTIFENO;0,2;mg;1;mL;xarope;120;mL;120;FR.;FRASCO;;Não
BR0271124-3;Sim;FUMARATO DE CETOTIFENO;0,2;mg;1;mL;xarope;150;mL;150;FR.;FRASCO;;Não
BR0407039;Sim;CLORIDRATO DE CIPROEPTADINA + COBAMAMIDA;0,8 + 0,2;mg + mg;1 + 1;mL + mL;xarope;100;mL;100;ML;FRASCO;;Não
BR0272178;Sim;CLORIDRATO DE CLOBUTINOL;4;mg;1;mL;xarope;120;mL;120;ML;FRASCO;;Não
BR0293925;Sim;CLORIDRATO DE CLOBUTINOL + DOXILAMINA;;mg + mg;1 + 1;mL + mL;xarope;120;mL;120;ML;FRASCO;;Não
BR0393328;Sim;CLORETO DE POTÁSSIO;60;mg;1;mL;xarope;100;mL;100;ML;FRASCO;;Não
BR0337468-2;Sim;DESLORATADINA;0,5;mg;1;mL;xarope;60;mL;60;ML;FRASCO;;Não
BR0337468-3;Sim;DESLORATADINA;0,5;mg;1;mL;xarope;100;mL;100;ML;FRASCO;;Não
BR0298454-1;Sim;MALEATO DE DEXCLORFENIRAMINA;0,4;mg;1;mL;xarope;100;mL;100;ML;FRASCO;;Sim
BR0298454-2;Sim;MALEATO DE DEXCLORFENIRAMINA;0,4;mg;1;mL;xarope;120;mL;120;ML;FRASCO;;Sim
BR0272896;Sim;MALEATO DE DEXCLORFENIRAMINA + VALERATO DE BETAMETASONA;0,4 + 0,05;mg + mg;1 + 1;mL + mL;xarope;120;mL;120;ML;FRASCO;;Não
BR0273579;Sim;DIFENIDRAMINA + PARACETAMOL + PSEUDOEFEDRINA + DROPROPIZINA;1,5 + 1,2 + 1,5 + 1,5;mg + mg + mg + mg;1 + 1 + 1 + 1;mL + mL + mL + mL;xarope;120;mL;120;ML;FRASCO;;Não
BR0272602;Sim;DROPROPIZINA;3;mg;1;mL;xarope;100;mL;100;ML;FRASCO;;Não
BR0272602-3;Sim;DROPROPIZINA;3;mg;1;mL;xarope;120;mL;120;ML;FRASCO;;Não
BR0272603;Sim;DROPROPIZINA;1,5;mg;1;mL;xarope;60;mL;60;ML;FRASCO;;Não
BR0272603-1;Sim;DROPROPIZINA;1,5;mg;1;mL;xarope;120;mL;120;ML;FRASCO;;Não
BR0404511;Sim;ECHINACEA PURPUREA MOENCH;40;mg;1;mL;xarope;100;mL;100;FR.;FRASCO;;Não
BR0274996-1;Sim;FERRIPOLIMALTOSE;10;mg;1;mL;xarope;100;mL;100;ML;FRASCO;;Não
BR0274996-2;Sim;FERRIPOLIMALTOSE;10;mg;1;mL;xarope;120;mL;120;ML;FRASCO;;Não
BR0359286;Sim;HEDERA HELIX - EXTRATO SECO;7;mg;1;mL;xarope;100;mL;100;ML;FRASCO;;Sim
BR0394263-1;Sim;CLORIDRATO DE HIDROXIZINA;2;mg;1;mL;xarope;100;mL;100;ML;FRASCO;;Não
280003;Não;MALEATO DE BRONFENIRAMINA + CLORIDRATO DE FENILEFRINA;2 + 5;mg + mg;1 + 1;mL + mL;xarope;120;mL;120;ML;FRASCO;;Não
