"CO_SEQ_ID";"NU_ISID";"NO_NM";"NO_NM_PT_BR";"CO_DCBCD";"CO_NCAS";"NO_DESCR_PT_BR"
"455467";"@brasil18437836911";"gamolenato de ascorbila";"gamolenato de ascorbila";"04392";"109791-32-4";"DCB"
"455468";"@brasil18358196324";"ganaxolona";"ganaxolona";"04393";"38398-32-2";"DCB"
"455469";"@brasil16477471193";"ganefromicina";"ganefromicina";"04396";"114451-31-9";"DCB"
"455470";"@brasil17312767305";"ganfexina";"ganfexina";"04397";"7273-99-6";"DCB"
"455471";"@brasil17131423256";"ganglefeno";"ganglefeno";"04398";"299-61-6";"DCB"
"455472";"@brasil13718814674";"gangliosídeo gm1";"gangliosídeo gm1";"04399";"37758-47-7";"DCB"
"455473";"@brasil17199803912";"ganstigmina";"ganstigmina";"04402";"412044-92-9";"DCB"
"455474";"@brasil14842575847";"gantofibana";"gantofibana";"04403";"183547-57-1";"DCB"
"455475";"@brasil12613467808";"gapicomina";"gapicomina";"04404";"1539-39-5";"DCB"
"455476";"@brasil18539611805";"gapromidina";"gapromidina";"04405";"106686-40-2";"DCB"
"455477";"@brasil14857655915";"garnocestim";"garnocestim";"04406";"246861-96-1";"DCB"
"455478";"@brasil18669444468";"gavestinel";"gavestinel";"04408";"153436-22-7";"DCB"
"455479";"@brasil18774254905";"gavilimomabe";"gavilimomabe";"04409";"244096-20-6";"DCB"
"455480";"@brasil17862941432";"gedocarnila";"gedocarnila";"04410";"109623-97-4";"DCB"
"455481";"@brasil12991942755";"gefarnato";"gefarnato";"04411";"51-77-4";"DCB"
"455482";"@brasil11370889786";"gemazocina";"gemazocina";"04414";"54063-47-7";"DCB"
"455483";"@brasil17878620974";"gemopatrilate";"gemopatrilate";"04417";"160135-92-2";"DCB"
"455484";"@brasil15280435824";"gencadiol";"gencadiol";"04418";"35449-36-6";"DCB"
"455485";"@brasil12766316506";"genisteína";"genisteína";"09681";"446-72-0";"DCB"
"455486";"@brasil17990275366";"gentiana lutea l.";"gentiana lutea l.";"09906";\N;"DCB"
"455487";"@brasil11652427623";"gentisato de sódio";"gentisato de sódio";"00227";"4955-90-2";"DCB"
"455488";"@brasil14291312324";"gentuzumabe ozogamicina";"gentuzumabe ozogamicina";"09448";"220578-59-6";"DCB"
"455489";"@brasil16499279062";"gepefrina";"gepefrina";"04424";"18840-47-6";"DCB"
"455490";"@brasil19622458645";"gepirona";"gepirona";"04425";"83928-76-1";"DCB"
"455491";"@brasil18614456352";"geroquinol";"geroquinol";"04427";"10457-66-6";"DCB"
"455492";"@brasil14204906134";"gestaclona";"gestaclona";"04428";"19291-69-1";"DCB"
"455493";"@brasil15181161922";"gestadienol";"gestadienol";"04429";"14340-01-3";"DCB"
"455494";"@brasil13291091520";"gevotrolina";"gevotrolina";"04435";"107266-06-8";"DCB"
"455495";"@brasil10911972140";"gincolídeo a";"gincolídeo a";"09682";"15291-75-5";"DCB"
"455496";"@brasil14686586449";"gincolídeo b";"gincolídeo b";"09683";"15291-77-7";"DCB"
"455497";"@brasil10697016138";"gincolídeo c";"gincolídeo c";"09684";"15291-76-6";"DCB"
"455498";"@brasil19425321647";"ginkgo biloba";"ginkgo biloba";"10332";\N;"DCB"
"455499";"@brasil15035560134";"ginkgo biloba l.";"ginkgo biloba l.";"10719";\N;"DCB"
"455500";"@brasil16901836036";"giparmeno";"giparmeno";"04437";"67268-43-3";"DCB"
"455501";"@brasil19402500090";"giracodazol";"giracodazol";"04438";"110883-46-0";"DCB"
"455502";"@brasil16306992652";"giractida";"giractida";"04439";"24870-04-0";"DCB"
"455503";"@brasil13327463298";"girisopam";"girisopam";"04440";"82230-53-3";"DCB"
"455504";"@brasil17716338844";"gitalina amorfa";"gitalina amorfa";"04441";"1405-76-1";"DCB"
"455505";"@brasil18599304637";"gitaloxina";"gitaloxina";"04442";"3261-53-8";"DCB"
"455506";"@brasil19847506962";"gitoformato";"gitoformato";"04443";"10176-39-3";"DCB"
"455507";"@brasil13439621210";"glafenina";"glafenina";"04444";"3820-67-5";"DCB"
"455508";"@brasil17655585469";"glaziovina";"glaziovina";"04447";"17127-48-9";"DCB"
"455509";"@brasil17959064027";"glecaprevir";"glecaprevir";"11503";" 1365970-03-1";"DCB"
"455510";"@brasil16828564037";"glecaprevir hidratado";"glecaprevir hidratado";"11504";"1838572-01-2";"DCB"
"455511";"@brasil10265628415";"glemanserina";"glemanserina";"04448";"132553-86-7";"DCB"
"455512";"@brasil10842450270";"gleptoferrona";"gleptoferrona";"04449";"57680-55-4";"DCB"
"455513";"@brasil13415366413";"gliamilida";"gliamilida";"04450";"51876-98-3";"DCB"
"455514";"@brasil14549481564";"glibutiazol";"glibutiazol";"04455";"535-65-9";"DCB"
"455515";"@brasil12501308891";"glibutimina";"glibutimina";"04456";"25859-76-1";"DCB"
"455516";"@brasil18858100070";"glibuzol";"glibuzol";"04457";"1492-02-0";"DCB"
"455517";"@brasil16786573990";"glicametacina";"glicametacina";"04513";"52443-21-7";"DCB"
"455518";"@brasil17358570048";"glicana";"glicana";"09454";\N;"DCB"
"455519";"@brasil16433128579";"glicanase";"glicanase";"04458";"55126-98-2";"DCB"
"455520";"@brasil10089933061";"glicaramida";"glicaramida";"04459";"36980-34-4";"DCB"
"455521";"@brasil11150279873";"glicaspaldrato de sódio";"glicaspaldrato de sódio";"04460";"12214-50-5";"DCB"
"455522";"@brasil15481600494";"glicerofosfato de colina";"glicerofosfato de colina";"02584";"28319-77-9";"DCB"
"455523";"@brasil13957163162";"glicerofosfato de estricnina";"glicerofosfato de estricnina";"04463";"17140-57-7";"DCB"
"455524";"@brasil13341014638";"glicerofosfato de ferro";"glicerofosfato de ferro";"04464";"1301-70-8";"DCB"
"455525";"@brasil14833584011";"glicerol formal";"glicerol formal";"11026";"99569-11-6";"DCB"
"455526";"@brasil14144876452";"glicetanila";"glicetanila";"04470";"24455-58-1";"DCB"
"455527";"@brasil16223630536";"gliciclamida";"gliciclamida";"04471";"664-95-9";"DCB"
"455528";"@brasil18683523635";"glicilglicina";"glicilglicina";"10043";"556-50-3";"DCB"
"455529";"@brasil14746726875";"glicinato de cloranfenicol";"glicinato de cloranfenicol";"02337";\N;"DCB"
"455530";"@brasil17683063778";"glicinato de tianfenicol";"glicinato de tianfenicol";"08523";"2393-92-2";"DCB"
"455531";"@brasil14175138578";"glicinato dicotinato de cromo";"glicinato dicotinato de cromo";"09423";"202483-91-8";"DCB"
"455532";"@brasil17826501862";"gliclopiramida";"gliclopiramida";"04475";"631-27-6";"DCB"
"455533";"@brasil16607093890";"glicoeptonato de cálcio (99m tc)";"glicoeptonato de cálcio (99m tc)";"11318";\N;"DCB"
"455534";"@brasil19555964169";"glicoeptonato de sódio (99m tc)";"glicoeptonato de sódio (99m tc)";"10044";\N;"DCB"
"455535";"@brasil17958539487";"glicofurol";"glicofurol";"10968";"31692-85-0";"DCB"
"455536";"@brasil11124805239";"gliconato de cobalto";"gliconato de cobalto";"09455";"71957-08-9";"DCB"
"455537";"@brasil11748408042";"gliconato de colina";"gliconato de colina";"02585";"507-30-2";"DCB"
"455538";"@brasil15367624800";"gliconato de lítio";"gliconato de lítio";"09809";"60816-70-8";"DCB"
"455539";"@brasil11592900185";"gliconato de magnésio di-hidratado";"gliconato de magnésio di-hidratado";"11388";"59625-89-7";"DCB"
"455540";"@brasil11861626832";"gliconato de manganês di-hidratado";"gliconato de manganês di-hidratado";"09450";\N;"DCB"
"455541";"@brasil14529433914";"gliconato de noracimetadol";"gliconato de noracimetadol";"06472";"7645-01-4";"DCB"
"455542";"@brasil17062289384";"glicondamida";"glicondamida";"04483";"52994-25-9";"DCB"
"455543";"@brasil11723145489";"glicossulfamida";"glicossulfamida";"04487";"7007-76-3";"DCB"
"455544";"@brasil17428859598";"glicuronamida";"glicuronamida";"04490";"61914-43-0";"DCB"
"455545";"@brasil11974861836";"glidazamida";"glidazamida";"04491";"3074-35-9";"DCB"
"455546";"@brasil17587730694";"gliexamida";"gliexamida";"04492";"451-71-8";"DCB"
"455547";"@brasil12014068272";"gliflumida";"gliflumida";"04493";"35273-88-2";"DCB"
"455548";"@brasil17307149586";"glimidina sódica";"glimidina sódica";"04495";"3459-20-9";"DCB"
"455549";"@brasil10493543426";"glioctamida";"glioctamida";"04496";"1038-59-1";"DCB"
"455550";"@brasil10546268680";"glipalamida";"glipalamida";"04497";"37598-94-0";"DCB"
"455551";"@brasil11250713430";"glipinamida";"glipinamida";"04498";"1228-19-9";"DCB"
"455552";"@brasil14614761418";"gliprotiazol";"gliprotiazol";"04500";"80-34-2";"DCB"
"455553";"@brasil19321667111";"glisamurida";"glisamurida";"04502";"52430-65-6";"DCB"
"455554";"@brasil12764051613";"glisentida";"glisentida";"04503";"32797-92-5";"DCB"
"455555";"@brasil15855257040";"glisindamida";"glisindamida";"04504";"71010-45-2";"DCB"
"455556";"@brasil10984130669";"glisobuzol";"glisobuzol";"04505";"3567-08-6";"DCB"
"455557";"@brasil17354882532";"glisolamida";"glisolamida";"04506";"24477-37-0";"DCB"
"455558";"@brasil13822020965";"glisoxepida";"glisoxepida";"04507";"25046-79-1";"DCB"
"455559";"@brasil17045457535";"glonoinum";"glonoinum";"10333";\N;"DCB"
"455560";"@brasil13761225093";"gloxazona";"gloxazona";"04508";"2507-91-7";"DCB"
"455561";"@brasil17669753167";"gloximonam";"gloximonam";"04509";"90850-05-8";"DCB"
"455562";"@brasil17065090867";"glucaldrato de potássio";"glucaldrato de potássio";"04511";"23835-15-6";"DCB"
"455563";"@brasil12316195146";"glucalox";"glucalox";"04512";"12182-48-8";"DCB"
"455564";"@brasil10385703434";"glufosfamida";"glufosfamida";"04514";"132682-98-5";"DCB"
"455565";"@brasil14979932041";"glunicato";"glunicato";"04515";"80763-86-6";"DCB"
"455566";"@brasil13742550213";"glusoferrona";"glusoferrona";"04516";"56959-18-3";"DCB"
"455567";"@brasil13772955250";"glutaurina";"glutaurina";"04522";"56488-60-9";"DCB"
"455568";"@brasil17637125920";"gnaphalium polycephalum";"gnaphalium polycephalum";"10334";\N;"DCB"
"455569";"@brasil16866764160";"gonadotropina sérica";"gonadotropina sérica";"04528";"9002-70-4";"DCB"
"455570";"@brasil11422443352";"goralatida";"goralatida";"04529";"120081-14-3";"DCB"
"455571";"@brasil16511924587";"gossypium herbaceum";"gossypium herbaceum";"10335";\N;"DCB"
"455572";"@brasil18292293191";"gossypium herbaceum l.";"gossypium herbaceum l.";"11232";\N;"DCB"
"455573";"@brasil11925692503";"gossypium hirsutum l.";"gossypium hirsutum l.";"11276";\N;"DCB"
"455574";"@brasil14751583247";"gramicidina s";"gramicidina s";"04533";"113-73-5";"DCB"
"455575";"@brasil17980839038";"granatum";"granatum";"10336";\N;"DCB"
"455576";"@brasil15649445759";"gratiola officinalis";"gratiola officinalis";"10338";\N;"DCB"
"455577";"@brasil14304711988";"grazoprevir monoidratado";"grazoprevir monoidratado";"11505";"1350462-55-3";"DCB"
"455578";"@brasil14575222975";"grindelia robusta";"grindelia robusta";"10339";\N;"DCB"
"455579";"@brasil19961979219";"guabenxana";"guabenxana";"04537";"19889-45-3";"DCB"
"455580";"@brasil16084227482";"guacetisal";"guacetisal";"04538";"55482-89-8";"DCB"
"455581";"@brasil10535200060";"guafecainol";"guafecainol";"04539";"36199-78-7";"DCB"
"455582";"@brasil14423318163";"guaiactamina";"guaiactamina";"04541";"15687-23-7";"DCB"
"455583";"@brasil10510990945";"guaiacum officinale";"guaiacum officinale";"10340";\N;"DCB"
"455584";"@brasil19285000541";"guaiapato";"guaiapato";"04542";"852-42-6";"DCB"
"455585";"@brasil14892030184";"guaietolina";"guaietolina";"04544";"63834-83-3";"DCB"
"455586";"@brasil16605149605";"guaifilina";"guaifilina";"04546";"5634-38-8";"DCB"
"455587";"@brasil18349657781";"guaimesal";"guaimesal";"04547";"81674-79-5";"DCB"
"455588";"@brasil11932840403";"guaisteína";"guaisteína";"04548";"103181-72-2";"DCB"
"455589";"@brasil14615228979";"guameciclina";"guameciclina";"04550";"16545-11-2";"DCB"
"455590";"@brasil17277623997";"guanaclina";"guanaclina";"04553";"1463-28-1";"DCB"
"455591";"@brasil12542433357";"guanazodina";"guanazodina";"04557";"32059-15-7";"DCB"
"455592";"@brasil10879295104";"guancidina";"guancidina";"04558";"1113-10-6";"DCB"
"455593";"@brasil16769175757";"guanisoquina";"guanisoquina";"04563";"154-73-4";"DCB"
"455594";"@brasil11207993784";"guanoclor";"guanoclor";"04564";"5001-32-1";"DCB"
"455595";"@brasil15732441958";"guanoctina";"guanoctina";"04566";"3658-25-1";"DCB"
"455596";"@brasil15038228745";"guanoxabenzo";"guanoxabenzo";"04569";"7473-70-3";"DCB"
"455597";"@brasil17993818163";"guanoxano";"guanoxano";"04570";"2165-19-7";"DCB"
"455598";"@brasil14854404892";"guanoxifeno";"guanoxifeno";"04572";"13050-83-4";"DCB"
"455599";"@brasil10290570276";"guatteria gaumeri";"guatteria gaumeri";"10341";\N;"DCB"
"455600";"@brasil16889637014";"guselcumabe";"guselcumabe";"11480";"1350289-85-8";"DCB"
"455601";"@brasil13576474554";"gusperimo";"gusperimo";"04573";"104317-84-2";"DCB"
"455602";"@brasil17213462037";"haletazol";"haletazol";"04578";"15599-36-7";"DCB"
"455603";"@brasil15337886832";"halocarbana";"halocarbana";"04579";"369-77-7";"DCB"
"455604";"@brasil15049048358";"halocortolona";"halocortolona";"04580";"24320-27-2";"DCB"
"455605";"@brasil19231581601";"halofenato";"halofenato";"04583";"26718-25-2";"DCB"
"455606";"@brasil11010763244";"halonamina";"halonamina";"04587";"50583-06-7";"DCB"
"455607";"@brasil17359071723";"halopemida";"halopemida";"04588";"59831-65-1";"DCB"
"455608";"@brasil13763069195";"halopredona";"halopredona";"04592";"57781-15-4";"DCB"
"455609";"@brasil16738131116";"haloprogesterona";"haloprogesterona";"04594";"3538-57-6";"DCB"
"455610";"@brasil12401448302";"haloxazolam";"haloxazolam";"04597";"59128-97-1";"DCB"
"455611";"@brasil11792848473";"hamicina";"hamicina";"04599";"1403-71-0";"DCB"
"455612";"@brasil11759897768";"handroanthus impetiginosus (mart. ex dc.) mattos";"handroanthus impetiginosus (mart. ex dc.) mattos";"11458";\N;"DCB"
"455613";"@brasil13420943731";"harpagophytum zeyheri decne";"harpagophytum zeyheri decne";"11478";\N;"DCB"
"455614";"@brasil11825025659";"hebanthe erianthos (poir.) pedersen";"hebanthe erianthos (poir.) pedersen";"10872";\N;"DCB"
"455615";"@brasil18862297410";"hedeoma pulegioides";"hedeoma pulegioides";"10343";\N;"DCB"
"455616";"@brasil18836410387";"hedera helix";"hedera helix";"10344";\N;"DCB"
"455617";"@brasil17595160012";"hekla lava";"hekla lava";"10345";\N;"DCB"
"455618";"@brasil11466569211";"helianthus annuus l.";"helianthus annuus l.";"10829";\N;"DCB"
"455619";"@brasil14547366325";"helicina";"helicina";"04600";"618-65-5";"DCB"
"455620";"@brasil18337124303";"heliomicina";"heliomicina";"04601";"11029-70-2";"DCB"
"455621";"@brasil18043522849";"helleborus niger";"helleborus niger";"10347";\N;"DCB"
"455622";"@brasil15206241648";"heloderma";"heloderma";"10348";\N;"DCB"
"455623";"@brasil11900640000";"helonias dioica";"helonias dioica";"10349";\N;"DCB"
"455624";"@brasil13884475363";"hemicelulase";"hemicelulase";"01926";"9025-56-3";"DCB"
"455625";"@brasil13720457127";"hemifumarato de cobimetinibe";"hemifumarato de cobimetinibe";"11114";"1369665-02-0 ";"DCB"
"455626";"@brasil16948859854";"hemissuccinato de benfurodil";"hemissuccinato de benfurodil";"04604";"3447-95-8";"DCB"
"455627";"@brasil13582928201";"hemissuccinato de butoctamida";"hemissuccinato de butoctamida";"01615";"32838-28-1";"DCB"
"455628";"@brasil17068061749";"hemissuccinato de estradiol";"hemissuccinato de estradiol";"03605";"7698-93-3";"DCB"
"455629";"@brasil14591524454";"hemissuccinato de hidrocortisona";"hemissuccinato de hidrocortisona";"04670";"2203-97-6";"DCB"
"455630";"@brasil11753437333";"hemissuccinato de metilprednisolona";"hemissuccinato de metilprednisolona";"11260";"2921-57-5";"DCB"
"455631";"@brasil14992613609";"hemissuccinato de prednisolona";"hemissuccinato de prednisolona";"07338";"2920-86-7";"DCB"
"455632";"@brasil19702756356";"hemisuccinato de dextroalfatocoferol";"hemisuccinato de dextroalfatocoferol";"08719";"4345-03-3";"DCB"
"455633";"@brasil13535941263";"hemisuccinato de oxazepam";"hemisuccinato de oxazepam";"09543";"4700-56-5";"DCB"
"455634";"@brasil18571437556";"hemisuccinato de racealfatocoferol";"hemisuccinato de racealfatocoferol";"11261";"17407-37-3";"DCB"
"455635";"@brasil12249364304";"hemitartarato de colina";"hemitartarato de colina";"02579";"87-67-2";"DCB"
"455636";"@brasil15532509157";"hemitartarato de deanol";"hemitartarato de deanol";"01304";"5988-51-2";"DCB"
"455637";"@brasil10914453183";"hemitartarato de detájmio";"hemitartarato de detájmio";"01305";"33774-52-6";"DCB"
"455638";"@brasil17974738754";"hemitartarato de dimetacrina";"hemitartarato de dimetacrina";"03061";"3759-07-7";"DCB"
"455639";"@brasil17130334531";"hemitartarato de eliglustate";"hemitartarato de eliglustate";"10980";"928659-70-5";"DCB"
"455640";"@brasil11727456702";"hemitartarato de fenilefrina";"hemitartarato de fenilefrina";"03925";"13998-27-1";"DCB"
"455641";"@brasil17246280224";"hemitartarato de hidrocodona";"hemitartarato de hidrocodona";"04654";"143-71-5";"DCB"
"455642";"@brasil11049031326";"hemitartarato de prajmálio";"hemitartarato de prajmálio";"07293";"2589-47-1";"DCB"
"455643";"@brasil13506316265";"hemoglobina crosfumarila";"hemoglobina crosfumarila";"04605";"142261-03-8";"DCB"
"455644";"@brasil14384487655";"hemoglobina crosfumarila bovina";"hemoglobina crosfumarila bovina";"11007";" 1360741-07-6";"DCB"
"455645";"@brasil11403489792";"hemoglobina glutâmer";"hemoglobina glutâmer";"04606";\N;"DCB"
"455646";"@brasil13863986304";"hepar suis";"hepar suis";"11487";\N;"DCB"
"455647";"@brasil15109462452";"hepar sulphur";"hepar sulphur";"10350";\N;"DCB"
"455648";"@brasil13955353659";"heparina bovina";"heparina bovina";"10804";\N;"DCB"
"455649";"@brasil14448381245";"heparina cálcica bovina";"heparina cálcica bovina";"10805";\N;"DCB"
"455650";"@brasil10375845561";"heparina potássica bovina";"heparina potássica bovina";"10806";\N;"DCB"
"455651";"@brasil18534084378";"heparina potássica suína";"heparina potássica suína";"04609";"9005-48-5";"DCB"
"455652";"@brasil11542885517";"hepronicato";"hepronicato";"04611";"7237-81-2";"DCB"
"455653";"@brasil12112174761";"heptaverina";"heptaverina";"04616";"54063-48-8";"DCB"
"455654";"@brasil15932217560";"heptilbutirolactona";"heptilbutirolactona";"11429";"104-67-6";"DCB"
"455655";"@brasil13324563830";"heptolamida";"heptolamida";"04617";"1034-82-8";"DCB"
"455656";"@brasil18826166779";"hepzidina";"hepzidina";"04618";"1096-72-6";"DCB"
"455657";"@brasil14157142716";"hetacilina potássica";"hetacilina potássica";"04621";"5321-32-4";"DCB"
"455658";"@brasil14307213549";"hetaflur";"hetaflur";"04622";"3151-59-5";"DCB"
"455660";"@brasil12401559195";"heterocodeína";"heterocodeína";"09382";"639-47-4";"DCB"
"455661";"@brasil14813876564";"hexaciclonato de sódio";"hexaciclonato de sódio";"04624";"7009-49-6";"DCB"
"455662";"@brasil16864705546";"hexaciprona";"hexaciprona";"04625";"892-01-3";"DCB"
"455663";"@brasil19881898348";"hexadilina";"hexadilina";"04627";"3626-67-3";"DCB"
"455664";"@brasil18815375414";"hexaidrobenzoato de estradiol";"hexaidrobenzoato de estradiol";"03606";"15140-27-9";"DCB"
"455665";"@brasil14431182335";"hexaidrotriazina";"hexaidrotriazina";"10650";"959-52-4";"DCB"
"455666";"@brasil15709785738";"hexaprofeno";"hexaprofeno";"04630";"24645-20-3";"DCB"
"455667";"@brasil15255381999";"hexapropimato";"hexapropimato";"04631";"358-52-1";"DCB"
"455668";"@brasil19147553087";"hexedina";"hexedina";"04632";"5980-31-4";"DCB"
"455669";"@brasil19971619749";"hialosidase";"hialosidase";"04642";"37326-33-3";"DCB"
"455670";"@brasil12415439794";"hibenzato de tipepidina";"hibenzato de tipepidina";"08663";"31139-87-4";"DCB"
"455671";"@brasil12162340032";"hicantona";"hicantona";"04644";"3105-97-3";"DCB"
"455672";"@brasil13565381087";"hidracarbazina";"hidracarbazina";"04645";"3614-47-9";"DCB"
"455673";"@brasil11339885648";"hidracrilato de ergometrina";"hidracrilato de ergometrina";"03482";\N;"DCB"
"455674";"@brasil16003285287";"hidrobentizida";"hidrobentizida";"04651";"13957-38-5";"DCB"
"455675";"@brasil15996769801";"hidrocodona polistirex";"hidrocodona polistirex";"04658";\N;"DCB"
