"CO_SEQ_ID";"NU_VPID";"NO_NM";"principio";"cat_anvisa";"renam";"NU_SNOMED";"atc";"route";"ingredientes_conc_unid";"form"
"75463";"@brasil19129224547";"Trifolium pratense 100 mg comprimido";"Trifolium pratense";\N;\N;\N;\N;"Via de administração não aplicável";\N;"Não aplicável"
"320835";"@brasil17402448473";"Trimebutina 200 mg cápsula";"Trimebutina";"Antiespasmódicos";\N;\N;"A03AA05 trimebutina";"Oral";"maleato de trimebutina 200.000 mg (Miligrama)";"Cápsula"
"339893";"@brasil11666458491";"Trimetazidina 35 mg comprimido";"Trimetazidina";\N;\N;\N;"C01EB15 trimetazidina";"Via de administração não aplicável";\N;"Não aplicável"
"374472";"@brasil16791995973";"Trimetazidina 35 mg comprimido de liberação prolongada";"Trimetazidina";"Antianginosos e vasodilatadores";\N;\N;"C01EB15 trimetazidina";"Oral";"dicloridrato de trimetazidina 35.000 mg (Miligrama)";"Comprimido de liberação prolongada"
"436937";"@brasil13506463619";"Trióxido de Arsênio 10 mg/10 mL solução para injeção; ampola";"Trióxido de Arsênio";"Antineoplásicos citotóxicos";\N;"409254002";"L01XX27 trióxido de arsênio";"Intravenosa";"trióxido de arsênio 1.000 mg (Miligrama)";"Solução para injeção"
"75494";"@brasil13667296396";"Trioxisaleno 10 mg cápsula";"Trioxisaleno";\N;\N;\N;"D05BA01 trioxisaleno";"Via de administração não aplicável";\N;"Não aplicável"
"538342";"@brasil10614390186";"Triprolidina 0,25 mg/mL + Pseudoefedrina 6 mg/mL xarope";"Triprolidina + Pseudoefedrina";"Anti-histamínicos sistêmicos";\N;\N;"R01BA52 pseudoefedrina, associações contendo";"Oral";"cloridrato de pseudoefedrina 6.000 mg (Miligrama),cloridrato de triprolidina 0.000 mg (Miligrama)";"Xarope"
"398461";"@brasil17282470162";"Triprolidina 2,5 mg + Pseudoefedrina 60 mg comprimido";"Triprolidina + Pseudoefedrina";"Anti-histamínicos sistêmicos";\N;\N;"R01BA52 pseudoefedrina, associações contendo";"Oral";"cloridrato de pseudoefedrina 60.000 mg (Miligrama),cloridrato de triprolidina 2.000 mg (Miligrama)";"Comprimido"
"612782";"@brasil15293429134";"Trombina 2 unidades internacionais/cm² + Fibrinogênio 5,5 mg/cm² implante";"Trombina + Fibrinogênio";"Frações do sangue ou plasma exceto gamaglobulina";\N;\N;\N;"Intralesional";"fibrinogênio 5.000 mg (Miligrama),trombina 2.000 UI (Unidade Internacional)";"Implante"
"374697";"@brasil18557227632";"Trometamol Cetorolaco 10 mg comprimido sublingual";"Trometamol Cetorolaco";"Antinflamatórios";\N;\N;"B05XX02 trometamol";"Oral";"trometamol cetorolaco 10.000 mg (Miligrama)";"Comprimido sublingual"
"533749";"@brasil17990739239";"Trometamol Cetorolaco 20 mg/mL solução oral";"Trometamol Cetorolaco";"Antinflamatórios";\N;\N;"M01AB15 cetorolaco";"Oral";"trometamol cetorolaco 20.000 mg (Miligrama)";"Solução oral"
"408568";"@brasil11041351761";"Trometamol Cetorolaco 30 mg/1 mL solução para injeção; ampola";"Trometamol Cetorolaco";"Antinflamatórios";\N;"333979000";"M01AB15 cetorolaco";"Intramuscular,Intravenosa";"trometamol cetorolaco 30.000 mg (Miligrama)";"Solução para injeção"
"475445";"@brasil10871223769";"Trometamol Cetorolaco 4 mg/mL (0,4%) solução oftálmica";"Trometamol Cetorolaco";"Antinflamatórios";\N;\N;"S01BC05 cetorolaco";"Oftálmica";"trometamol cetorolaco 4.000 mg (Miligrama)";"Solução oftálmica"
"475451";"@brasil14361144474";"Trometamol Cetorolaco 4,5 mg/mL (0,45%) solução oftálmica";"Trometamol Cetorolaco";"Antinflamatórios";\N;\N;\N;"Oftálmica";"trometamol cetorolaco 4.000 mg (Miligrama)";"Solução oftálmica"
"475457";"@brasil19192051372";"Trometamol Cetorolaco 5 mg/mL (0,5%) solução oftálmica";"Trometamol Cetorolaco";"Antinflamatórios";\N;\N;"S01BC05 cetorolaco";"Oftálmica";"trometamol cetorolaco 5.000 mg (Miligrama)";"Solução oftálmica"
"548505";"@brasil16825385787";"Trometamol Cetorolaco 60 mg/2 mL solução para injeção; ampola";"Trometamol Cetorolaco";"Antinflamatórios";\N;\N;"B05XX02 trometamol";"Intramuscular,Intravenosa";"trometamol cetorolaco 30.000 mg (Miligrama)";"Solução para injeção"
"342766";"@brasil12083438495";"Tropicamida 10 mg/mL solução oftálmica";"Tropicamida";"Midriáticos";\N;"330587006";"S01FA06 tropicamida";"Oftálmica";"tropicamida 10.000 mg (Miligrama)";"Solução oftálmica"
"75507";"@brasil17969537951";"Ubidecarenona 20 mg/mL xarope";"Ubidecarenona";\N;\N;\N;"C01EB09 ubidecarenona";"Via de administração não aplicável";\N;"Não aplicável"
"75513";"@brasil16464833966";"Ubidecarenona 200 mg cápsula";"Ubidecarenona";\N;\N;"14680911000001101";"C01EB09 ubidecarenona";"Não disponível";"não disponível 0.000 desconhecido";"Não disponível"
"75520";"@brasil18415556285";"Ubidecarenona 300 mg cápsula";"Ubidecarenona";\N;\N;"17528411000001100";"C01EB09 ubidecarenona";"Via de administração não aplicável";\N;"Não aplicável"
"312312";"@brasil11876902180";"Ubidecarenona 50 mg comprimido";"Ubidecarenona";"Outros medicamentos de ação no aparelho cardiovascular";\N;\N;"C01EB09 ubidecarenona";"Oral";"ubidecarenona 50.000 mg (Miligrama)";"Comprimido"
"374817";"@brasil19510812049";"Udenafila 100 mg comprimido";"Udenafila";"Vasodilatadores";\N;\N;\N;"Oral";"udenafila 100.000 mg (Miligrama)";"Comprimido"
"521450";"@brasil14604047101";"Ulipristal 30 mg comprimido";"Ulipristal";"Anticoncepcionais";\N;\N;"G03AD02 ulipristal";"Oral";"acetato de ulipristal 30.000 mg (Miligrama)";"Comprimido"
"347715";"@brasil16409375439";"Uncaria tomentosa 50 mg/g (5%) gel";"Uncaria tomentosa";\N;"Básico";\N;\N;"Via de administração não aplicável";\N;"Não aplicável"
"441208";"@brasil13364988995";"Undecanoato de Testosterona 1 g/4 mL solução para injeção; ampola";"Undecanoato de Testosterona";"Andrógenos simples";\N;"417600006";"G03BA03 testosterona";"Intramuscular";"undecilato de testosterona 250.000 mg (Miligrama)";"Solução para injeção"
"344981";"@brasil12087716516";"Ureia 100 mg/g creme";"Ureia";"Emolientes e protetores da pele e mucosas";\N;"331522008";"D02AE01 uréia";"Dermatológica";"ureia 100.000 mg (Miligrama)";"Creme"
"543806";"@brasil14676130379";"Ureia 100 mg/g loção";"Ureia";"Emolientes e protetores da pele e mucosas";\N;\N;"D02AE01 uréia";"Dermatológica";"ureia 100.000 mg (Miligrama)";"Emulsão"
"345005";"@brasil19740476363";"Ureia 20% + Ácido Salicílico 3% creme";"Ureia + Ácido Salicílico";\N;\N;\N;\N;"Via de administração não aplicável";\N;"Não aplicável"
"345147";"@brasil17653651010";"Ureia 200 mg/g creme";"Ureia";"Emolientes e protetores da pele e mucosas";\N;\N;"D02AE01 uréia";"Dermatológica";"ureia 200.000 mg (Miligrama)";"Creme"
"345175";"@brasil15101271638";"Ureia 50 mg/g (5%) creme";"Ureia";\N;\N;"4246211000001100";"D02AE01 uréia";"Dermatológica";"ureia 50.000 mg (Miligrama)";"Creme"
"498094";"@brasil16257637491";"Urofolitropina 150 unidades internacionais pó e diluente para solução para injeção; frasco-ampola";"Urofolitropina";"Hormônio gonadotrófico";\N;\N;"G03GA04 urofolitropina";"Subcutânea";"urofolitropina 150.000 UI (Unidade Internacional)";"Pó e diluente para solução para injeção"
"615482";"@brasil11582177114";"Urofolitropina 150 unidades internacionais pó para solução para injeção; frasco-ampola";"Urofolitropina";"Hormônio gonadotrófico";\N;\N;"G03GA04 urofolitropina";"Subcutânea";"urofolitropina 150.000 UI (Unidade Internacional)";"Pó para solução para injeção"
"498106";"@brasil19487271120";"Urofolitropina 75 unidades internacionais pó e diluente para solução para injeção; frasco-ampola";"Urofolitropina";"Hormônio gonadotrófico";\N;\N;"G03GA04 urofolitropina";"Subcutânea";"urofolitropina 75.000 UI (Unidade Internacional)";"Pó e diluente para solução para injeção"
"498118";"@brasil13939416643";"Urofolitropina 75 unidades internacionais pó para solução para injeção; frasco-ampola";"Urofolitropina";"Hormônio gonadotrófico";\N;\N;\N;"Subcutânea";"urofolitropina 75.000 UI (Unidade Internacional)";"Pó para solução para injeção"
"499377";"@brasil14351352483";"Ustequinumabe 45 mg/0,5 mL solução para injeção; frasco-ampola";"Ustequinumabe";"Imunossupressor";\N;"15125511000001103";"L04AC05 ustekinumabe";"Subcutânea";"ustequinumabe 90.000 mg (Miligrama)";"Solução para injeção"
"746925";"@brasil12520407206";"Ustequinumabe 45 mg/0,5 mL solução para injeção; seringa preenchida";"Ustequinumabe";"Imunossupressor";\N;\N;"L04AC05 ustekinumabe";"Subcutânea";"ustequinumabe 90.000 mg (Miligrama)";"Solução para injeção"
"499429";"@brasil11186880627";"Ustequinumabe 90 mg/1 mL solução para injeção; seringa preenchida";"Ustequinumabe";"Imunossupressor";\N;\N;"L04AC05 ustekinumabe";"Subcutânea";"ustequinumabe 90.000 mg (Miligrama)";"Solução para injeção"
"794767";"@brasil7959404181";"Vacina febre amarela";"Vacina febre amarela";\N;\N;\N;\N;\N;\N;\N
"312348";"@brasil15269495112";"Valaciclovir 500 mg comprimido";"Valaciclovir";"Antiviróticos (inibe replicação virótica)";\N;"324821004";"J05AB11 valaciclovir";"Oral";"cloridrato de valaciclovir 500.000 mg (Miligrama)";"Comprimido"
"414581";"@brasil13720497360";"Valerato de Betametasona 0,5 mg/g + Gentamicina 1 mg/g + Tolnaftato 10 mg/g + Clioquinol 10 mg/g creme";"Não existe ainda nenhuma associação de VTM para este VMP";"Glicocorticóides tópicos - associação medicamentosa";\N;\N;"D07CC01 betametasona e antibióticos";"Dermatológica";"clioquinol 10.000 mg (Miligrama),sulfato de gentamicina 1.000 mg (Miligrama),tolnaftato 10.000 mg (Miligrama),valerato de betametasona 0.000 mg (Miligrama)";"Creme"
"511934";"@brasil12259941576";"Valerato de Betametasona 0,5 mg/g + Gentamicina 1 mg/g + Tolnaftato 10 mg/g + Clioquinol 10 mg/g pomada";"Não existe ainda nenhuma associação de VTM para este VMP";"Antiinfecciosos tópicos - Associações medicamentosas";\N;\N;"D07CC01 betametasona e antibióticos";"Dermatológica";"clioquinol 10.000 mg (Miligrama),sulfato de gentamicina 1.000 mg (Miligrama),tolnaftato 10.000 mg (Miligrama),valerato de betametasona 0.000 mg (Miligrama)";"Pomada"
"789832";"@brasil11301879230";"Valerato de Betametasona 1 mg/g + Neomicina 5 mg/g creme";"Betametasona + Neomicina";"Glicocorticóides tópicos - associação medicamentosa";\N;\N;"D07CC01 betametasona e antibióticos";"Dermatológica";"sulfato de neomicina 5.000 mg (Miligrama),valerato de betametasona 1.000 mg (Miligrama)";"Creme"
"789846";"@brasil12977112551";"Valerato de Betametasona 1 mg/g + Neomicina 5 mg/g pomada";"Betametasona + Neomicina";"Glicocorticóides tópicos - associação medicamentosa";\N;\N;"D07CC01 betametasona e antibióticos";"Dermatológica";"sulfato de neomicina 5.000 mg (Miligrama),valerato de betametasona 1.000 mg (Miligrama)";"Pomada"
"345199";"@brasil16089576980";"Valerato de Betametasona 1 mg/g creme";"Betametasona";"Glicocorticóides tópico simples exceto uso oftálmico";\N;"374372000";"D07AC01 betametasona";"Dermatológica";"valerato de betametasona 1.000 mg (Miligrama)";"Creme"
"543870";"@brasil17722267364";"Valerato de Betametasona 1 mg/g loção";"Betametasona";"Glicocorticóides tópico simples exceto uso oftálmico";\N;\N;"D07AC01 betametasona";"Dermatológica";"valerato de betametasona 1.000 mg (Miligrama)";"Emulsão"
"346801";"@brasil16169478999";"Valerato de Betametasona 1 mg/g pomada";"Betametasona";"Glicocorticóides tópico simples exceto uso oftálmico";\N;"396279000";"D07AC01 betametasona";"Dermatológica";"valerato de betametasona 1.000 mg (Miligrama)";"Pomada"
"541592";"@brasil18567505103";"Valerato de Betametasona 1 mg/g solução";"Betametasona";"Glicocorticóides tópico simples exceto uso oftálmico";\N;\N;"D07AC01 betametasona";"Capilar";"valerato de betametasona 1.000 mg (Miligrama)";"Solução"
"543895";"@brasil19154201780";"Valerato de Betametasona 1 mg/mL loção";"Betametasona";"Glicocorticóides tópico simples exceto uso oftálmico";\N;\N;"D07AC01 betametasona";"Dermatológica";"valerato de betametasona 1.000 mg (Miligrama)";"Emulsão"
"590628";"@brasil14413870501";"Valerato de Betametasona 2,5 mg/g + Hialuronidase 150 UTR/g pomada";"Betametasona + Hialuronidase";"Glicocorticóides tópicos - associação medicamentosa";\N;\N;\N;"Dermatológica";"hialuronidase 150.000 UTR (Unidade Redutora da Turbidez),valerato de betametasona 2.000 mg (Miligrama)";"Pomada"
"511871";"@brasil19443062699";"Valerato de Diflucortolona 1 mg/g + Clorquinaldol 10 mg/g creme";"Diflucortolona + Clorquinaldol";"Glicocorticóides tópicos - associação medicamentosa";\N;\N;\N;"Dermatológica";"clorquinaldol 10.000 mg (Miligrama),valerato de diflucortolona 1.000 mg (Miligrama)";"Creme"
"511893";"@brasil10650896224";"Valerato de Diflucortolona 1 mg/g creme";"Diflucortolona";"Glicocorticóides tópico simples exceto uso oftálmico";\N;"331904003";"D07AC06 diflucortolona";"Dermatológica";"valerato de diflucortolona 1.000 mg (Miligrama)";"Creme"
"511905";"@brasil19609234954";"Valerato de Diflucortolona 1 mg/g pomada";"Diflucortolona";"Glicocorticóides tópico simples exceto uso oftálmico";\N;\N;"D07AC06 diflucortolona";"Dermatológica";"valerato de diflucortolona 1.000 mg (Miligrama)";"Pomada"
"192306";"@brasil14724748687";"Valerato de Estradiol 2 mg + Ciproterona 1 mg comprimido";"Acetato de Ciproterona + Valerato de Estradiol";\N;\N;"24687911000001104";"G03HB01 ciproterona e estrógeno";"Via de administração não aplicável";\N;"Não aplicável"
"75661";"@brasil11402377328";"Valerato de Estradiol 8 mg + Dienogeste 5 mg comprimido de liberação prolongada";"Valerato de Estradiol + Dienogeste";\N;\N;\N;"G03AB08 dienogeste e estrógeno";"Via de administração não aplicável";\N;"Não aplicável"
"279565";"@brasil12293410013";"Valeriana officinalis 225,75 mg comprimido";"Valeriana officinalis";\N;\N;\N;\N;"Via de administração não aplicável";"dicloridrato de trifluoperazina 5.000 mg (Miligrama)";"Não aplicável"
"75667";"@brasil14274370421";"Valeriana officinalis 250 mg + Humulus lupulus 60 mg comprimido";"Valeriana officinalis + Humulus lupulus";\N;\N;\N;"N05CM09 valeriana";"Via de administração não aplicável";\N;"Não aplicável"
"279572";"@brasil14580419606";"Valeriana officinalis 50 mg cápsula";"Valeriana officinalis";\N;\N;\N;"N05CM09 valeriana";"Via de administração não aplicável";"dicloridrato de trifluoperazina 5.000 mg (Miligrama)";"Não aplicável"
"279600";"@brasil19769803302";"Valganciclovir 450 mg comprimido";"Valganciclovir";"Antiviróticos";\N;"407917008";"J05AB14 valganciclovir";"Oral";"cloridrato de valganciclovir 450.000 mg (Miligrama)";"Comprimido"
"351344";"@brasil19410393412";"Valproato de Sódio 200 mg comprimido";"Valproato de Sódio";"Anticovulsionates";\N;\N;"N03AG01 ácido valpróico";"Oral";"valproato de sódio 200.000 mg (Miligrama)";"Comprimido"
"286368";"@brasil16657154117";"Valproato de Sódio 200 mg/mL solução oral";"Valproato de Sódio";"Anticovulsionates";\N;\N;"N03AG01 ácido valpróico";"Oral";"valproato de sódio 200.000 mg (Miligrama)";"Solução oral"
"351324";"@brasil14124123782";"Valproato de sódio 300 mg comprimido de liberação prolongada";"Valproato de Sódio";"Outros produtos que atuam sobre o sistema nervoso";\N;\N;"N03AG01 ácido valpróico";"Oral";"divalproato de sódio 300.000 mg (Miligrama)";"Comprimido de liberação prolongada"
"790993";"@brasil12682612623";"Valproato de sódio 300 mg comprimido gastrorresistente";"Valproato de Sódio";"Anticovulsionates";\N;\N;"N03AG01 ácido valpróico";"Oral";"valproato de sódio 300.000 mg (Miligrama)";"Comprimido gastrorresistente"
"351356";"@brasil14640648777";"Valproato de sódio 500 mg comprimido";"Valproato de Sódio";"Anticovulsionates";\N;\N;"N03AG01 ácido valpróico";"Oral";"valproato de sódio 500.000 mg (Miligrama)";"Comprimido"
"351331";"@brasil18239647649";"Valproato de sódio 500 mg comprimido de liberação prolongada";"Valproato de Sódio";"Outros produtos que atuam sobre o sistema nervoso";\N;\N;\N;"Oral";"divalproato de sódio 500.000 mg (Miligrama)";"Comprimido de liberação prolongada"
"42584";"@brasil16528003676";"Valsartana 160 mg + Anlodipino 10 mg comprimido";"Valsartana + Anlodipino";"Anti-hipertensivos - Associações medicamentosas";\N;"11160111000001107";\N;"Oral";"besilato de anlodipino 10.000 mg (Miligrama),valsartana 160.000 mg (Miligrama)";"Comprimido"
"42660";"@brasil19302462727";"Valsartana 160 mg + Anlodipino 5 mg comprimido";"Valsartana + Anlodipino";"Anti-hipertensivos - Associações medicamentosas";\N;"425967008";\N;"Oral";"besilato de anlodipino 5.000 mg (Miligrama),valsartana 160.000 mg (Miligrama)";"Comprimido"
"398228";"@brasil19473172842";"Valsartana 160 mg + Hidroclorotiazida 12,5 mg + Anlodipino 10 mg comprimido";"Valsartana +  Hidroclorotiazida + Anlodipino";"Anti-hipertensivos - Associações medicamentosas";\N;"442402007";"C03AX01 hidroclorotiazida, associações contendo";"Oral";"besilato de anlodipino 10.000 mg (Miligrama),hidroclorotiazida 12.000 mg (Miligrama),valsartana 160.000 mg (Miligrama)";"Comprimido"
"326893";"@brasil14823155983";"Valsartana 160 mg + Hidroclorotiazida 12,5 mg + Anlodipino 5 mg comprimido";"Valsartana +  Hidroclorotiazida + Anlodipino";"Anti-hipertensivos - Associações medicamentosas";\N;"442473003";\N;"Oral";"besilato de anlodipino 5.000 mg (Miligrama),hidroclorotiazida 12.000 mg (Miligrama),valsartana 160.000 mg (Miligrama)";"Comprimido"
"326776";"@brasil19681109942";"Valsartana 160 mg + Hidroclorotiazida 12,5 mg comprimido";"Valsartana +  Hidroclorotiazida";"Anti-hipertensivos - Associações medicamentosas";\N;\N;"C09DA03 valsartana e diuréticos";"Oral";"hidroclorotiazida 12.000 mg (Miligrama),valsartana 160.000 mg (Miligrama)";"Comprimido"
"398198";"@brasil19944835545";"Valsartana 160 mg + Hidroclorotiazida 12,5 mg comprimido e Anlodipino 10 mg comprimido";"Não existe ainda nenhuma associação de VTM para este VMP";"Anti-hipertensivos - Associações medicamentosas";\N;\N;"C03AX01 hidroclorotiazida, associações contendo";"Via de administração não aplicável";\N;"Não aplicável"
"398209";"@brasil12754139948";"Valsartana 160 mg + Hidroclorotiazida 12,5 mg comprimido e Anlodipino 5 mg comprimido";"Não existe ainda nenhuma associação de VTM para este VMP";"Anti-hipertensivos - Associações medicamentosas";\N;\N;"C03AX01 hidroclorotiazida, associações contendo";"Via de administração não aplicável";\N;"Não aplicável"
"326914";"@brasil16499444772";"Valsartana 160 mg + Hidroclorotiazida 25 mg + Anlodipino 10 mg comprimido";"Valsartana +  Hidroclorotiazida + Anlodipino";"Anti-hipertensivos - Associações medicamentosas";\N;\N;"C09DA03 valsartana e diuréticos";"Oral";"besilato de anlodipino 10.000 mg (Miligrama),hidroclorotiazida 25.000 mg (Miligrama),valsartana 160.000 mg (Miligrama)";"Comprimido"
"326923";"@brasil18027756219";"Valsartana 160 mg + Hidroclorotiazida 25 mg + Anlodipino 5 mg comprimido";"Valsartana +  Hidroclorotiazida + Anlodipino";"Anti-hipertensivos - Associações medicamentosas";\N;"442266006";"C09DA03 valsartana e diuréticos";"Oral";"besilato de anlodipino 5.000 mg (Miligrama),hidroclorotiazida 25.000 mg (Miligrama),valsartana 160.000 mg (Miligrama)";"Comprimido"
