"co_seq_id";"nu_apid";"no_nm"
467016;@brasil12037258442;Bromidrato De Galantamina 24 mg cápsula de liberação prolongada
467017;@brasil38933693271;Bromidrato De Galantamina 8 mg cápsula de liberação prolongada
467018;@brasil72142481390;Bromoprida 1 mg/mL solução oral
467019;@brasil77037367423;Bromoprida 4 mg/mL solução oral
467020;@brasil76190845925;Broncho-Vaxom 7 mg cápsula
467021;@brasil10253710866;Bronquitoss 0,3 mg/mL + 13,3 mg/mL xarope
467022;@brasil37986133662;Brontek 5 mg/mL xarope
467023;@brasil57452451508;Bronxol 3 mg/mL xarope
467024;@brasil19655582752;Budep Sr 150 mg comprimido de liberação prolongada
467025;@brasil74444929443;Budesonida 32 microgramas/dose suspensão nasal
467026;@brasil55136999694;Budesonida 64 microgramas/dose suspensão nasal
467042;@brasil13639398869;Bufferin Cardio 81 mg comprimido gastrorresistente
467043;@brasil32729505659;Bupican 100 mg/20 mL solução para injeção
467044;@brasil66352690924;Butilbrometo De Escopolamina 20 mg/1 mL solução para injeção
467045;@brasil58523258125;Cabazitaxel 60 mg/1,5 mL solução e diluente para injeção
467046;@brasil39115634474;Cabazitaxel 60 mg/1,5 mL solução e diluente para injeção
467047;@brasil36979102142;Cabazred 60 mg/1,5 mL solução e diluente para injeção
467048;@brasil42818978635;Cabergolina 0,5 mg comprimido
467049;@brasil73640025954;Calamyn 10 mg/mL + 80 mg/mL + 1 mg/mL loção
467050;@brasil89256856875;Capsfen 600 mg cápsula
467051;@brasil63200984253;Captopril 25 mg comprimido
467052;@brasil93204443880;Captopril 50 mg comprimido
467053;@brasil61652752761;Carbocisteína 20 mg/mL xarope
467054;@brasil96088620245;Carbocisteína 20 mg/mL xarope
467055;@brasil10720954117;Carbocisteína 20 mg/mL xarope
467056;@brasil70703828139;Carbocisteína 50 mg/mL xarope
467057;@brasil89401240539;Carbocisteína 50 mg/mL xarope
467058;@brasil21186517935;Carbocisteína 50 mg/mL xarope
467059;@brasil93815602067;Carbocisteína 50 mg/mL xarope
467060;@brasil66194583481;Carbocisteína 50 mg/mL xarope
467061;@brasil22903515187;Cardionato 10 mg comprimido
467062;@brasil11215650377;Cardionato 20 mg comprimido
467063;@brasil74954955473;Cataflam D 44,3 mg comprimido para suspensão
467064;@brasil97637380461;Cataflexym 11,6 mg/g gel
467065;@brasil80332367068;Caziderm 2mg/mL solução
467066;@brasil65220994556;Ceclor Bd 750 mg comprimido de liberação prolongada
467067;@brasil32733763825;Cefalexina 1 g comprimido
467068;@brasil99100626862;Cefalexina Monoidratada 500 mg comprimido
467069;@brasil26609031197;Cefalina 300 mg + 30 mg + 30 mg comprimido
467070;@brasil93260920603;Cefaliv 1 mg + 350 mg + 100 mg comprimido
467071;@brasil25815405563;Ceftriax 1 g pó e diluente para solução para injeção
467072;@brasil23984318714;Ceftriax 500 mg pó e diluente para solução para injeção
467073;@brasil32270691520;Celecoxibe 200 mg cápsula
467074;@brasil83351689354;Celecoxibe 200 mg cápsula
467075;@brasil56209378709;Celerg 2 mg/5 mL + 0,25 mg/5 mL xarope
467076;@brasil88605486628;Celestamine 0,4 mg/mL + 0,05 mg/mL xarope
467077;@brasil38873693422;Celestamine 2 mg + 0,25 mg comprimido
467078;@brasil68360041285;Celestone 0,1 mg/ mL elixir
467079;@brasil24542892755;Celestone 0,5 mg comprimido
467080;@brasil83466466951;Celestone 0,5 mg/mL solução oral
467081;@brasil56022536518;Celestone 2 mg comprimido
467082;@brasil64997799630;Celestone 4 mg/1 mL solução para injeção
467083;@brasil52021376620;Celestrat 2 mg/5 mL + 0,25 mg/5 mL xarope
467084;@brasil37934917754;Cepacaina 1,466 mg + 10 mg pastilha
467085;@brasil60760067794;Cetaz 1 g pó e diluente para solução para injeção
467086;@brasil51582123759;Cetilplex 100 mg granulado
467087;@brasil83119193556;Cetilplex 20 mg/mL xarope
467088;@brasil67990041823;Cetilplex 200 mg granulado
467089;@brasil34160041892;Cetilplex 600 mg granulado
467090;@brasil83041132096;Cetirtec 1 mg/mL solução oral
467091;@brasil97556891574;Cetobeta 20 mg/g + 0,64 mg/g + 2,5 mg/g pomada
467092;@brasil87915180655;Cetoconazol 20 mg/g + Dipropionato de Betametasona 0,5 mg/g creme
467093;@brasil66453595675;Cetoconazol 20 mg/g + Dipropionato de Betametasona 0,5 mg/g creme
467094;@brasil56634265260;Cetoconazol 20 mg/g + Dipropionato de Betametasona 0,5 mg/g + Sulfato de Neomicina 2,5 mg/g pomada
467095;@brasil92107503744;Cetoconazol 20 mg/g + Dipropionato de Betametasona 0,64 mg/g + Sulfato de Neomicina 2,5 mg/g pomada
467096;@brasil36111418806;Cetoconazol 20 mg/g + Dipropionato de Betametasona 0,645 mg/g + Sulfato de Neomicina 2,5 mg/g creme
467097;@brasil70184984984;Cetoconazol 20 mg/g + Dipropionato de Betametasona 0,645 mg/g + Sulfato de Neomicina 2,5 mg/g creme
467098;@brasil95038605305;Cetoconazol 20 mg/g creme
467099;@brasil92833826372;Cetoconazol 200 mg comprimido
467100;@brasil17913472172;Cetocort-N 20 mg/g + 0,64 mg/g + 2,5 mg/g pomada
467101;@brasil70242599362;Cetoprofeno 25 mg/g gel
467102;@brasil31486083443;Cetoprofeno 50 mg cápsula
467103;@brasil35129615617;Chron-Asa 5comprimido de liberação prolongada
467104;@brasil37846665060;Cibrato 100 mg comprimido
467105;@brasil65789695552;Ciclopirox Olamina 10 mg/g creme
467106;@brasil61692852801;Ciflogex 1,5 mg/mL colutório
467107;@brasil66636840632;Ciflogex 1,5 mg/mL colutório
467108;@brasil13417259822;Ciloxan 3 mg/mL solução oftálmica
467109;@brasil96360577455;Cimegripe 100 mg/mL + 2 mg/mL + 2 mg/mL solução oral
467110;@brasil39226258722;Cimzia 200 mg/1 mL solução para injeção
467111;@brasil87650156433;Cipro 0,2% 100 mL
467112;@brasil98905007936;Cipro 0,2% 200 mL
467113;@brasil58847408099;Ciprobacter 200 mg/100 mL solução para injeção
467114;@brasil51174645431;Ciprobacter 400 mg/200 mL solução para injeção
467115;@brasil83960295960;Ciprofar 500 mg comprimido
467116;@brasil90611457337;Ciprofibrato 100 mg comprimido
467117;@brasil43685279347;Citoplatina 150 mg/15 mL solução para injeção
467118;@brasil54622581973;Citoplatina 450 mg/45 mL solução para injeção
467119;@brasil40194454685;Citoplatina 50 mg/5 mL solução para injeção
467120;@brasil83674567899;Citraden 952,7 mg + 200 unidades internacionais comprimido
467121;@brasil28963294714;Citrato De Fentanila 250 microgramas/5 mL solução para injeção
467122;@brasil15409137963;Citrato De Sildenafila 100 mg comprimido
467123;@brasil97377321184;Citrato De Sildenafila 20 mg comprimido
467124;@brasil83708805799;Citrato De Sildenafila 20 mg comprimido
467125;@brasil30473198566;Citrato De Sildenafila 25 mg comprimido
467126;@brasil60071751974;Citrato De Sildenafila 50 mg comprimido
467127;@brasil21677149970;Citrato De Sildenafila 50 mg comprimido
467128;@brasil52462897103;Citrato De Sildenafila 50 mg comprimido
467129;@brasil45381025048;Cizax 10 mg comprimido
467130;@brasil32586451165;Cizax 5 mg comprimido
467131;@brasil26174779990;Clanistil 0,25 mg/mL + 3 mg/mL solução oftálmica
467132;@brasil62714629750;Claquinona 40 mg/g creme
467133;@brasil44169891585;Clavulin Bd 400 mg/5 mL + 57 mg/5 mL suspensão oral
467134;@brasil32287753269;Clavutam 500 mg + 100 mg pó para solução para injeção
467135;@brasil95885411911;Claxam 80 mg/mL + 11,4 mg/mL suspensão oral
467136;@brasil65266665804;Claxam 875 mg + 125 mg comprimido
467137;@brasil32411893060;Clean Hair 10 mg/mL loção
467138;@brasil97815601265;Clenil Pulvinal 200 microgramas/dose pó para inalação
467139;@brasil83827455478;Clenil Pulvinal 400 microgramas/dose pó para inalação
467140;@brasil43433702591;Clioqderm 0,5 mg/g + 1 mg/g + 10 mg/g + 10 mg/g creme
467141;@brasil30900538305;Clioqderm 0,5 mg/g + 1 mg/g + 10 mg/g + 10 mg/g pomada
467142;@brasil41456594003;Clobirex 0,5 mg/g creme
467143;@brasil43884243426;Clometine 16 mg cápsula de liberação prolongada
467144;@brasil81329127286;Clometine 24 mg cápsula de liberação prolongada
467145;@brasil40065766287;Clometine 8 mg cápsula de liberação prolongada
467146;@brasil59252434995;Clonazepam 0,5 mg comprimido
467147;@brasil59806598151;Clonazepam 2 mg comprimido
467148;@brasil31159696553;Cloreto de Sódio 100 mg/mL solução para injeção 10 mL
467149;@brasil29932559978;Cloreto de Sódio 200 mg/mL solução para injeção 20 mL
467150;@brasil78444636781;Cloreto de Sódio 9 mg/mL solução para injeção 50 mL
467151;@brasil37233687277;Cloridrato De Ambroxol 3 mg/mL xarope
467152;@brasil69158336603;Cloridrato De Ambroxol 6 mg/mL xarope
467153;@brasil10041947621;Cloridrato De Bupivacaína 100 mg/20 mL solução para injeção
467154;@brasil23286213882;Cloridrato De Bupropiona 150 mg comprimido de liberação prolongada
467155;@brasil51405580990;Cloridrato De Bupropiona 150 mg comprimido de liberação prolongada
467156;@brasil86661019156;Cloridrato De Ciclobenzaprina 10 mg comprimido
467157;@brasil57294384297;Cloridrato De Ciclobenzaprina 5 mg comprimido
467158;@brasil35871612620;Cloridrato De Ciprofloxacino 500 mg comprimido
467159;@brasil88624558170;Cloridrato De Ciprofloxacino 500 mg comprimido
467160;@brasil30103675298;Cloridrato De Dexmedetomidina 200 microgramas /2 mL solução para injeção
467161;@brasil52084914079;Cloridrato De Dobutamina 250 mg/20 mL solução para injeção
467162;@brasil11596519162;Cloridrato De Dobutamina 250 mg/20 mL solução para injeção
467163;@brasil31724447822;Cloridrato De Dopamina 50 mg/10 mL solução para injeção
467164;@brasil65104776289;Cloridrato De Fingolimode 0,5 mg cápsula
467165;@brasil84383196585;Cloridrato De Fluoxetina 10 mg cápsula
467166;@brasil66189122329;Cloridrato De Fluoxetina 20 mg cápsula
467167;@brasil38238705021;Cloridrato De Fluoxetina 20 mg cápsula
467168;@brasil69390566456;Cloridrato De Fluoxetina 20 mg cápsula
467169;@brasil17103378405;Cloridrato De Fluoxetina 20 mg cápsula
467170;@brasil65251331853;Cloridrato De Irinotecano 100 mg/5 mL solução para injeção
467171;@brasil25077182854;Cloridrato De Irinotecano 40 mg/2 mL solução para injeção
467172;@brasil36437555185;Cloridrato De Lercanidipino 10 mg comprimido
467173;@brasil34940170339;Cloridrato De Lidocaína 400 mg/20 mL solução para injeção
467174;@brasil47463557591;Cloridrato De Memantina 10 mg comprimido
467175;@brasil36480034193;Cloridrato De Memantina 10 mg comprimido
467176;@brasil75289722324;Cloridrato De Metformina 500 mg comprimido de liberação prolongada
467177;@brasil60208586669;Cloridrato De Metoclopramida 4 mg/mL solução oral
467178;@brasil80739289408;Cloridrato De Nafazolina 0,5 mg/mL solução nasal
467179;@brasil84392405362;Cloridrato De Nebivolol 5 mg comprimido
467180;@brasil98176048864;Cloridrato De Nebivolol 5 mg comprimido
467181;@brasil68653606335;Cloridrato De Nebivolol 5 mg comprimido
467182;@brasil21643104095;Cloridrato De Ondansetrona 4 mg comprimido orodispersível
467183;@brasil46052236772;Cloridrato De Ondansetrona 8 mg comprimido orodispersível
467184;@brasil65922683245;Cloridrato De Prometazina 20 mg/g creme
467185;@brasil77237194322;Cloridrato De Sertralina 100 mg comprimido
467186;@brasil56559410443;Cloridrato De Sertralina 50 mg comprimido
467187;@brasil71634089042;Cloridrato De Sertralina 50 mg comprimido
467188;@brasil85065252033;Cloridrato De Sevelamer 800 mg comprimido
467189;@brasil32557301235;Cloridrato De Sibutramina 15 mg cápsula
467190;@brasil28618010135;Cloridrato de Tetraciclina 25 mg/g + Anfotericina B 12,5 mg/g creme vaginal
467191;@brasil23451645146;Cloridrato De Tramadol 100 mg/mL solução oral
467192;@brasil19470043466;Cloridrato De Trazodona 100 mg comprimido
467193;@brasil77877524254;Cloridrato De Trazodona 50 mg comprimido
467194;@brasil33963390395;Cloridrato De Venlafaxina 150 mg cápsula de liberação prolongada
467195;@brasil58062957074;Cloridrato De Venlafaxina 37,5 mg cápsula de liberação prolongada
467196;@brasil21282774278;Cloridrato De Venlafaxina 75 mg cápsula de liberação prolongada
467197;@brasil74268640790;Cloridrato De Verapamil 120 mg comprimido de liberação retardada
467198;@brasil44992103483;Clotrimazol 10 mg/g creme
467199;@brasil97572245437;Clotrimazol 10 mg/g creme vaginal
467200;@brasil61930047491;Clotrimazol 20 mg/g creme vaginal
467201;@brasil69366955947;Cobavit 0,8 mg/mL xarope e 20 mg pó para solução oral
467202;@brasil69234107407;Colírio Moura Brasil 0,15 mg/mL + 0,3 mg/mL solução oftálmica
467203;@brasil76160904452;Colistimetato De Sódio 150 mg pó para solução para injeção
467204;@brasil85089663167;Colpadak 20 mg/g loção
467205;@brasil72974750160;Coltrieno 10 mg/g creme vaginal
467206;@brasil36050771132;Contracep 150 mg/1 mL suspensão para injeção
467207;@brasil81607064027;Coristina D 400 mg + 1 mg + 10 mg + 30 mg comprimido
467208;@brasil24370769558;Corticorten 20 mg comprimido
467209;@brasil10546842569;Corticorten 5 mg comprimido
467210;@brasil61574182188;Cutisanol 1,5 mg/g + 45 mg/g gel
467211;@brasil21933813969;Cymevene 500 mg pó para solução para injeção
467212;@brasil22374499283;Daflon 500comprimido
467213;@brasil14050011589;Daforin 20 mg/mL solução oral
467214;@brasil99517083561;Daisan 37,5 mg + 325 comprimido
467215;@brasil44544588458;Daunoxome 50 mg/25 mL emulsão para injeção
467216;@brasil81624665227;Ddavp 0,1 mg comprimido
467217;@brasil56346937639;Decan Haloper 50 mg/1 mL solução para injeção
467218;@brasil23813879870;Decitabina 50 mg pó para solução para injeção
467219;@brasil35587904590;Degen 1.000 unidades internacionais cápsula
467220;@brasil14700871689;Deller 100 mg comprimido de liberação prolongada
467221;@brasil53893406500;Deller 50 mg comprimido de liberação prolongada
467222;@brasil81458909849;Delta - Ifal 0,2 mg/mL loção
467223;@brasil28867961194;Deltaflan 20 mg/g gel
467224;@brasil99956649118;Deltaflan 50 mg/mL suspensão oral
467225;@brasil16669352449;Deltapil 0,2 mg/mL loção
467226;@brasil97356284947;Depacon 500 mg/5 mL solução para injeção
467227;@brasil97022502608;Dermdryl 10 mg/mL + 80 mg/mL + 1 mg/mL loção
467228;@brasil33064510562;Dermosalic 0,64 mg/g + 30 mg/g pomada
467229;@brasil31816445481;Dermotrizol 10 mg/g solução spray
467230;@brasil93431077582;Desloratadina 0,5 mg/mL xarope
467231;@brasil83923816582;Desloratadina 0,5 mg/mL xarope
467232;@brasil28118145426;Desonida 0,5 mg/g loção
467233;@brasil55238351161;Dexadermil 1 mg/g creme
467234;@brasil10903713187;Dexador 5 mg + 100 mg + 100 mg + 0,5 mg comprimido
467235;@brasil38395166472;Dexameson 1 mg/g creme
467236;@brasil86321201992;Dexametasona 10 mg/2,5 mL solução para injeção
467237;@brasil12231946815;Dexametasona 2 mg/1 mL solução para injeção
467238;@brasil55864313228;Diafuran 2 mg comprimido
467239;@brasil42783431527;Dicazid Mr 30 mg comprimido de liberação prolongada
467240;@brasil47348095997;Diclofenaco Sódico 100 mg comprimido de liberação prolongada
467241;@brasil48842810786;Dicloridrato De Betaistina 16 mg comprimido
467242;@brasil36070936745;Dicloridrato De Betaistina 16 mg comprimido
467243;@brasil73313478254;Dicloridrato De Betaistina 24 mg comprimido
467244;@brasil93977954878;Dicloridrato De Betaistina 24 mg comprimido
467245;@brasil31069592747;Dicloridrato De Betaistina 8 mg comprimido
467246;@brasil42896972510;Dienogeste 2 mg comprimido
467247;@brasil39269089212;Dienogeste 2 mg comprimido
467248;@brasil58186372581;Dimefor 850 mg comprimido
467249;@brasil34923659895;Dimenidrinato 100 mg comprimido
467250;@brasil78091084876;Dimenidrinato 25 mg cápsula
467251;@brasil91626027557;Dimenidrinato 25 mg/mL + Cloridrato de Piridoxina 5 mg/mL solução oral
467252;@brasil79159797471;Dimenidrinato 50 mg + Cloridrato De Piridoxina 10 mg comprimido
467253;@brasil84363786919;Dimenidrinato 50 mg cápsula
467254;@brasil22262954702;Dimenidrinato 50 mg/1 mL + Cloridrato de Piridoxina 50 mg/1 mL solução para injeção
467255;@brasil44223893623;Dimetapp Gelcaps 4 mg + 60 mg cápsula
467256;@brasil11828723922;Dimeticona 75 mg/mL emulsão oral
467257;@brasil52033271712;Dimeticona 80 mg/mL + Metilbrometo de Homatropina 2,5 mg/mL emulsão oral
467258;@brasil56500934802;Dimeticona 80 mg/mL + Metilbrometo de Homatropina 2,5 mg/mL emulsão oral
467259;@brasil24915856554;Diost 2 mg comprimido
467260;@brasil59705261648;Dipifarma 1 g/2 mL solução para injeção
467261;@brasil40411965543;Dipigina 500 mg/mL solução oral
467262;@brasil62537128441;Dipirona Sódica 1 g/2 mL solução para injeção
467263;@brasil56047883215;Diprogenta 0,64 mg/g + 1 mg/g creme
467264;@brasil89250817502;Diprogenta 0,64 mg/g + 1 mg/g pomada
467265;@brasil65680792349;Dipropionato de Betametasona 0,64 mg/mL + Ácido salicílico 20 mg/mL solução
467266;@brasil78302195639;Diprosalic 0,64 mg/mL + 20 mg/mL solução
467267;@brasil31231439357;Diprospan 5 mg/1 mL + 2 mg/1 mL suspensão para injeção
467268;@brasil36818710427;Divalcon 250 mg comprimido de liberação prolongada
467269;@brasil68537105132;Divalcon 500 mg comprimido de liberação prolongada
467270;@brasil39545761519;Divena 40 mg comprimido gastrorresistente
467271;@brasil69101049702;Doceglennu 20 mg/1 mL solução para injeção
467272;@brasil57771158827;Doceglennu 80 mg/4 mL solução para injeção
467273;@brasil37677905390;Dolo Moff 10 mg comprimido
467274;@brasil12631494966;Dolo Moff 30 mg comprimido
467275;@brasil70886001880;Dolotrat 500 mg + 400 unidades internacionais comprimido
467276;@brasil91076284230;Dolotrat 600 mg + 400 unidades internacionais comprimido
467277;@brasil18143773012;Domperidona 1 mg/mL suspensão oral
467278;@brasil68760598978;Don 10 mg comprimido
467279;@brasil43146507526;Don 5 mg comprimido
467280;@brasil25528489364;Dorflex 35 mg/mL + 300 mg/mL + 50 mg/mL solução oral
467281;@brasil38696856058;Dorzal 20 mg/mL solução oftálmica
467282;@brasil66847943602;Doxaneo 2 mg comprimido
467283;@brasil40733292241;Doxaneo 4 mg comprimido
467284;@brasil48934076571;Dprev 50.000 unidades internacionais comprimido
467285;@brasil31774920096;Dramavit 100 mg comprimido
467286;@brasil17538797976;Dramavit B6 25 mg/mL + 5 mg/mL solução oral
467287;@brasil10360209817;Duelle 2 mg + 0,035 mg comprimido
467288;@brasil41518109545;Ecasil-81comprimido gastrorresistente
467289;@brasil46773633984;Elô 3 mg + 0,03 mg comprimido
467290;@brasil86377796294;Emscort 20 mg/g + 0,5 mg/g + 2,5 mg/g pomada
