"id";"Name";"Description";"name_en";"id_pai"
Y40.7;Efeitos adversos de antibióticos antifúngicos administrados por via sistêmica;Y40.7 Antibioticos antifungicos admin p/via sistem;Adverse effects in the therapeutic use of antifung;"1902"
Y40.8;Efeitos adversos de outros antibióticos administrados por via sistêmica;Y40.8 Outr antibioticos admin p/via sistemica;Adverse effects in the therapeutic use of other sy;"1902"
Y40.9;Efeitos adversos de antibiótico sistêmico, não especificado;Y40.9 Antibiotico sistemico NE;Adverse effects in the therapeutic use of systemic;"1902"
Y41.0;Efeitos adversos de sulfonamidas;Y41.0 Sulfonamidas;Adverse effects in the therapeutic use of sulfonam;"1903"
Y41.1;Efeitos adversos de drogas antimicobacterianas;Y41.1 Drogas antimicobacterianas;Adverse effects in the therapeutic use of antimyco;"1903"
Y41.2;Efeitos adversos de antimaláricos e drogas que atuam sobre outros protozoários parasitas do sangue;Y41.2 Antimalar drog atuam out protoz parasit sang;Adverse effects in the therapeutic use of antimala;"1903"
Y41.3;Efeitos adversos de outras drogas antiprotozoárias;Y41.3 Outr drogas antiprotozoarios;Adverse effects in the therapeutic use of other an;"1903"
Y41.4;Efeitos adversos de anti-helmínticos;Y41.4 Anti-helminticos;Adverse effects in the therapeutic use of anthelmi;"1903"
Y41.5;Efeitos adversos de drogas antivirais;Y41.5 Drogas antivirais;Adverse effects in the therapeutic use of antivira;"1903"
Y41.8;Efeitos adversos de outros antiinfecciosos e antiparasitários especificados;Y41.8 Outr antiinfecc e antiparasitarios espec;Adverse effects in the therapeutic use of other sp;"1903"
Y41.9;Efeitos adversos de antiinfecciosos e antiparasitários sistêmicos não especificados;Y41.9 Antiinfecc e antiparasitarios sistemicos NE;Adverse effects in the therapeutic use of systemic;"1903"
Y42.0;Efeitos adversos de glicocorticóides e análogos sintéticos;Y42.0 Glicocorticoides e analogos sinteticos;Adverse effects in the therapeutic use of glucocor;"1904"
Y42.1;Efeitos adversos de hormônios e substitutos da tireóide;Y42.1 Hormonios e substitutos da tireoide;Adverse effects in the therapeutic use of thyroid ;"1904"
Y42.2;Efeitos adversos de drogas antitireoidianas;Y42.2 Drogas antitireoidianas;Adverse effects in the therapeutic use of antithyr;"1904"
Y42.3;Efeitos adversos de insulina e hipoglicêmicos orais (antidiabéticos);Y42.3 Insulina e hipoglicemicos orais;Adverse effects in the therapeutic use of insulin ;"1904"
Y42.4;Efeitos adversos de anticoncepcionais [contraceptivos] orais;Y42.4 Anticoncepcionais orais;Adverse effects in the therapeutic use of oral con;"1904"
Y42.5;Efeitos adversos de outros estrógenos e progestágenos;Y42.5 Outr estrogenos e progestagenos;Adverse effects in the therapeutic use of other es;"1904"
Y42.6;Efeitos adversos de antigonadotrofinas, antiestrógenos e antiandrógenos, não classificados em outra parte;Y42.6 Antigonadotrof antiestrog antiandrog NCOP;Adverse effects in the therapeutic use of antigona;"1904"
Y42.7;Efeitos adversos de andrógenos e anabolizantes congêneres;Y42.7 Androgenos e anabolizantes congeneres;Adverse effects in the therapeutic use of androgen;"1904"
Y42.8;Efeitos adversos de outros hormônios e os não especificados e seus substitutos sintéticos;Y42.8 Outr hormonios e NE e seus subst sinteticos;Adverse effects in the therapeutic use of other an;"1904"
Y42.9;Efeitos adversos de outros antagonistas hormonais e os não especificados;Y42.9 Outr antogonistas hormonais e os NE;Adverse effects in the therapeutic use of other an;"1904"
Y43.0;Efeitos adversos de drogas antialérgicas e antieméticas;Y43.0 Drogas antialergicas e antiemeticas;Adverse effects in the therapeutic use of antialle;"1905"
Y43.1;Efeitos adversos de antimetabólicos antineoplásicos;Y43.1 Antimetabolicos antineoplasicos;Adverse effects in the therapeutic use of antineop;"1905"
Y43.2;Efeitos adversos de produtos naturais antineoplásicos;Y43.2 Produtos naturais antineoplasicos;Adverse effects in the therapeutic use of antineop;"1905"
Y43.3;Efeitos adversos de outras drogas antineoplásicas;Y43.3 Outr drogas antineoplasicas;Adverse effects in the therapeutic use of other an;"1905"
Y43.4;Efeitos adversos de agentes imunossupressores;Y43.4 Agentes imunossupressores;Adverse effects in the therapeutic use of immunosu;"1905"
Y43.5;Efeitos adversos de acidificantes e alcalinizantes;Y43.5 Acidificantes e alcalinizantes;Adverse effects in the therapeutic use of acidifyi;"1905"
Y43.6;Efeitos adversos de enzimas, não classificadas em outra parte;Y43.6 Enzimas NCOP;Adverse effects in the therapeutic use of enzymes,;"1905"
Y43.8;Efeitos adversos de outras substâncias farmacológicas de ação primariamente sistêmica, não classificadas em outra parte;Y43.8 Outr subst farmac de acao prim sistem NCOP;Adverse effects in the therapeutic use of other pr;"1905"
Y43.9;Efeitos adversos de substância farmacológica de ação sistêmica, não especificada;Y43.9 Subst farmacologica de acao sistemica NE;Adverse effects in the therapeutic use of primaril;"1905"
Y44.0;Efeitos adversos de preparações a base de ferro e outros preparações prescritas na anemia hipocrômica;Y44.0 Prep base ferro outr prep prescr anem hipocr;Adverse effects in the therapeutic use of iron pre;"1906"
Y44.1;Efeitos adversos da vitamina B12, ácido fólico e outros preparações prescritas nas anemias megaloblásticas;Y44.1 Vit B12 acid folic out prep presc anem megal;Adverse effects in the therapeutic use of vitamin ;"1906"
Y44.2;Efeitos adversos de anticoagulantes;Y44.2 Anticoagulantes;Adverse effects in the therapeutic use of anticoag;"1906"
Y44.3;Efeitos adversos de antagonistas de anticoagulantes, vitamina K e outros coagulantes;Y44.3 Antagonist anticoag vitam K outr coagulantes;Adverse effects in the therapeutic use of anticoag;"1906"
Y44.4;Efeitos adversos de drogas antitrombóticas [inibidores da agregação de plaquetas];Y44.4 Drogas antitromboticas;Adverse effects in the therapeutic use of antithro;"1906"
Y44.5;Efeitos adversos de trombolíticos;Y44.5 Tromboliticos;Adverse effects in the therapeutic use of thrombol;"1906"
Y44.6;Efeitos adversos do sangue natural e produtos do sangue;Y44.6 Sangue natural e produtos do sangue;Adverse effects in the therapeutic use of natural ;"1906"
Y44.7;Efeitos adversos de substitutos do plasma;Y44.7 Substitutos do plasma;Adverse effects in the therapeutic use of plasma s;"1906"
Y44.9;Efeitos adversos de outras substâncias farmacológicas que atuam sobre os constituintes do sangue e as não especificadas;Y44.9 Outr subst farm atuam s/const sangue e as NE;Adverse effects in the therapeutic use of other an;"1906"
Y45.0;Efeitos adversos de opiáceos e analgésicos correlatos;Y45.0 Opiaceos e analgesicos correlatos;Adverse effects in the therapeutic use of opioids ;"1907"
Y45.1;Efeitos adversos de salicilatos;Y45.1 Salicilatos;Adverse effects in the therapeutic use of salicyla;"1907"
Y45.2;Efeitos adversos de derivados do ácido propiônico;Y45.2 Derivados do acido propionico;Adverse effects in the therapeutic use of propioni;"1907"
Y45.3;Efeitos adversos de outras drogas antiinflamatórias não-esteróides;Y45.3 Outr drogas antiinflamatorias nao-esteroides;Adverse effects in the therapeutic use of other no;"1907"
Y45.4;Efeitos adversos de anti-reumáticos;Y45.4 Anti-reumaticos;Adverse effects in the therapeutic use of antirheu;"1907"
Y45.5;Efeitos adversos de derivados do 4-aminofenol;Y45.5 Derivados do 4-aminofenol;Adverse effects in the therapeutic use of 4-aminop;"1907"
Y45.8;Efeitos adversos de outros analgésicos e antipiréticos;Y45.8 Outr analgesicos e antipireticos;Adverse effects in the therapeutic use of other an;"1907"
Y45.9;Efeitos adversos de substâncias analgésicas e antipiréticas não especificadas;Y45.9 Subst analgesicas e antipireticas NE;Adverse effects in the therapeutic use of analgesi;"1907"
Y46.0;Efeitos adversos de succimidas;Y46.0 Succimidas;Adverse effects in the therapeutic use of succinim;"1908"
Y46.1;Efeitos adversos de oxazolidínas;Y46.1 Oxazolidinas;Adverse effects in the therapeutic use of oxazolid;"1908"
Y46.2;Efeitos adversos de derivados da hidantoína;Y46.2 Derivados da hidantoina;Adverse effects in the therapeutic use of hydantoi;"1908"
Y46.3;Efeitos adversos de desoxibarbitúricos;Y46.3 Desoxibarbituricos;Adverse effects in the therapeutic use of deoxybar;"1908"
Y46.4;Efeitos adversos de iminostilbenos;Y46.4 Iminostilbenos;Adverse effects in the therapeutic use of iminosti;"1908"
Y46.5;Efeitos adversos do ácido valpróico;Y46.5 Acido valproico;Adverse effects in the therapeutic use of valproic;"1908"
Y46.6;Efeitos adversos de outros anticonvulsivantes (antiepilépticos) e os não especificados;Y46.6 Outr anticonvulsivantes e os NE;Adverse effects in the therapeutic use of other an;"1908"
Y46.7;Efeitos adversos de drogas antiparkinsonianas;Y46.7 Drogas antiparkinsonianas;Adverse effects in the therapeutic use of antipark;"1908"
Y46.8;Efeitos adversos de substâncias miorrelaxantes (anti-espásticas);Y46.8 Subst miorrelaxantes;Adverse effects in the therapeutic use of antispas;"1908"
Y47.0;Efeitos adversos de barbitúricos, não classificados em outra parte;Y47.0 Barbituricos NCOP;Adverse effects in the therapeutic use of barbitur;"1909"
Y47.1;Efeitos adversos de benzodiazepínicos;Y47.1 Benzodiazepinicos;Adverse effects in the therapeutic use of benzodia;"1909"
Y47.2;Efeitos adversos de derivados do cloral;Y47.2 Derivados do cloral;Adverse effects in the therapeutic use of cloral d;"1909"
Y47.3;Efeitos adversos de paraldeído;Y47.3 Paraldeido;Adverse effects in the therapeutic use of paraldeh;"1909"
Y47.4;Efeitos adversos de compostos de bromo;Y47.4 Compostos de bromo;Adverse effects in the therapeutic use of bromine ;"1909"
Y47.5;Efeitos adversos de sedativos e hipnóticos em associações não classificados em outra parte;Y47.5 Sedativos e hipnoticos em associacoes NCOP;Adverse effects in the therapeutic use of mixed se;"1909"
Y47.8;Efeitos adversos de outros sedativos, hipnóticos e tranquilizantes [ansiolíticos];Y47.8 Outr sedativos hipnoticos e tranquilizantes;Adverse effects in the therapeutic use of other se;"1909"
Y47.9;Efeitos adversos de sedativos, hipnóticos e tranquilizantes [ansiolíticos], não especificados;Y47.9 Sedativos hipnoticos e tranquilizantes NE;Adverse effects in the therapeutic use of sedative;"1909"
Y48.0;Efeitos adversos de anestésicos por inalação;Y48.0 Anestesicos p/inalacao;Adverse effects in the therapeutic use of inhaled ;"1910"
Y48.1;Efeitos adversos de anestésicos por via parenteral;Y48.1 Anestesicos p/via parenteral;Adverse effects in the therapeutic use of parenter;"1910"
Y48.2;Efeitos adversos de outros anestésicos gerais e os não especificados;Y48.2 Outr anestesicos gerais e os NE;Adverse effects in the therapeutic use of other an;"1910"
Y48.3;Efeitos adversos de anestésicos locais;Y48.3 Anestesicos locais;Adverse effects in the therapeutic use of local an;"1910"
Y48.4;Efeitos adversos de anestésico, não especificado;Y48.4 Anestesico NE;Adverse effects in the therapeutic use of anaesthe;"1910"
Y48.5;Efeitos adversos de gases terapêuticos;Y48.5 Gases terapeuticos;Adverse effects in the therapeutic use of therapeu;"1910"
Y49.0;Efeitos adversos de antidepressivos triciclos e tetracíclicos;Y49.0 Antidepressivos triciclos e tetraciclicos;Adverse effects in the therapeutic use of tricycli;"1911"
Y49.1;Efeitos adversos de antidepressivos inibidores da mono-amino-oxidase;Y49.1 Antidepress inibidores da mono-amino-oxidase;Adverse effects in the therapeutic use of monoamin;"1911"
Y49.2;Efeitos adversos de outros antidepressivos e os não especificados;Y49.2 Outr antidepressivos e os NE;Adverse effects in the therapeutic use of other an;"1911"
Y49.3;Efeitos adversos de antipsicóticos e neurolépticos fenotiazínicos;Y49.3 Antipsicoticos neurolepticos fenotiazinicos;Adverse effects in the therapeutic use of phenothi;"1911"
Y49.4;Efeitos adversos de neurolépticos a base da butirofenona e do tioxanteno;Y49.4 Neurolepticos base butirofenona tioxanteno;Adverse effects in the therapeutic use of butyroph;"1911"
Y49.5;Efeitos adversos de outros antipsicóticos e neurolépticos;Y49.5 Outr antipsicoticos e neurolepticos;Adverse effects in the therapeutic use of other an;"1911"
Y49.6;Efeitos adversos de psicodislépticos [alucinógenos];Y49.6 Psicodislepticos;Adverse effects in the therapeutic use of psychody;"1911"
Y49.7;Efeitos adversos de psicoestimulantes que podem provocar dependência;Y49.7 Psicoestimul que podem provocar dependencia;Adverse effects in the therapeutic use of psychost;"1911"
Y49.8;Efeitos adversos de outras substâncias psicotrópicas, não classificados em outra parte;Y49.8 Outr subst psicotropicas NCOP;Adverse effects in the therapeutic use of other ps;"1911"
